wage,gender,age,city,institution,interest
8010,2,25,5,23,0
6439,1,22,1,5,1
3435,1,19,6,14,0
8751,2,23,5,22,1
13828,1,25,6,28,1
3659,1,19,4,23,0
11463,2,23,7,33,1
10815,1,23,7,19,0
3250,1,18,2,28,1
13769,2,20,1,15,0
9874,1,24,8,14,0
14378,2,26,2,24,0
4958,1,19,6,5,1
8557,1,22,3,37,0
12766,2,21,1,6,1
9917,1,24,3,10,0
3223,2,24,4,15,1
7207,1,18,4,36,1
14356,1,24,1,20,0
8309,2,25,2,22,1
3472,2,26,4,32,1
12179,1,19,2,8,1
14198,1,21,1,13,0
12190,1,20,7,18,1
3140,2,25,6,15,1
3761,2,26,4,29,1
4856,2,25,6,16,1
10706,1,25,4,36,0
11533,2,26,6,5,1
14480,2,25,5,22,1
8148,2,22,3,33,1
7113,2,26,6,22,0
11893,2,22,4,36,1
11300,1,22,2,35,0
3096,1,25,2,37,0
7456,2,20,3,30,0
14554,2,20,2,2,1
10878,1,22,8,32,0
13387,1,21,7,37,0
8528,1,20,1,6,0
6963,2,20,1,31,1
3331,1,20,7,20,0
8390,2,24,4,34,0
3793,2,26,5,25,1
8523,2,23,6,30,1
9873,2,21,4,29,1
9883,1,24,4,32,1
6557,1,21,6,14,1
5614,1,22,8,3,0
7076,2,22,4,11,1
13162,1,21,5,15,0
8026,2,18,2,11,0
8432,1,25,8,13,0
14751,1,24,6,21,0
6649,1,24,3,25,1
5687,1,24,5,5,0
10294,2,20,7,23,0
11800,1,21,8,7,1
10801,2,24,3,20,0
14784,2,21,2,10,1
6818,2,25,8,8,1
9909,1,23,6,4,1
5865,1,20,8,2,0
9363,2,23,7,29,0
3622,1,20,3,21,0
7096,2,19,8,27,1
4562,1,22,8,17,0
14417,1,18,1,33,0
10792,1,21,3,39,1
14274,1,26,3,12,0
11685,1,23,7,1,0
7329,2,23,1,11,0
7582,2,24,7,19,0
4488,2,25,5,20,1
4934,1,21,6,11,0
3202,2,25,1,16,0
11379,1,22,2,38,0
3251,1,25,3,4,1
11028,1,22,8,19,0
12681,2,20,3,29,1
7814,1,19,1,15,1
12624,2,23,2,13,0
12908,1,20,6,4,1
5926,1,26,6,31,1
9266,1,22,3,15,1
10631,1,18,2,25,0
11871,1,23,5,2,1
13811,1,21,6,1,1
6454,1,18,5,2,1
5121,2,18,2,31,0
13499,2,20,2,25,0
13241,1,25,6,35,1
13297,2,25,6,11,0
11128,1,26,5,12,1
7278,1,19,1,28,0
4754,2,22,1,27,0
8874,2,23,8,28,0
6628,2,26,8,15,1
12238,2,26,4,15,1
14329,2,23,6,30,1
7741,2,21,5,10,0
11023,2,18,7,28,0
8496,2,21,7,36,0
12326,1,18,8,40,0
5718,1,18,3,2,0
7654,1,26,4,23,1
5613,2,20,6,8,1
3541,2,21,2,12,0
6254,2,26,5,18,0
10775,2,19,7,28,1
7972,1,25,2,32,0
8777,2,23,5,2,0
8997,1,24,3,15,1
14680,2,21,1,15,1
12988,2,22,1,3,1
9346,2,24,2,33,0
3901,2,21,4,22,0
12966,1,26,7,32,1
6493,1,24,3,8,0
14288,2,18,3,30,0
12314,2,20,3,38,0
5287,2,25,1,39,1
11876,2,19,8,22,0
4649,2,20,7,18,1
14409,2,23,3,26,1
10073,1,19,3,40,1
4387,2,19,3,31,1
12356,1,25,1,39,1
6186,2,19,3,7,0
3077,1,25,3,1,1
4905,1,26,3,11,0
10403,1,20,2,11,1
4610,2,22,1,36,0
3564,2,26,3,22,0
9903,1,24,2,40,0
8827,2,23,2,9,1
3471,2,19,1,38,1
7557,1,18,7,28,1
6672,1,23,3,35,1
6589,2,23,3,16,0
8956,1,25,1,7,0
7174,1,18,8,33,0
5338,2,19,7,6,1
14302,2,18,3,18,1
3230,2,20,8,16,1
8135,1,18,3,1,0
7176,2,26,4,28,1
11401,1,21,5,38,0
12521,1,20,3,31,0
6820,2,20,3,32,1
10822,2,20,7,6,1
10214,2,22,2,18,1
13992,2,24,4,12,1
7270,2,20,2,12,0
8406,1,23,5,7,0
12364,2,20,4,1,0
6846,1,24,1,16,1
6899,2,22,8,9,1
8027,2,26,1,6,1
13625,1,18,4,6,1
8074,1,19,4,37,1
13396,2,18,1,7,0
4521,1,20,8,28,1
9277,1,18,4,20,0
5373,1,21,5,12,0
9541,1,20,8,28,0
3312,2,23,7,1,0
8071,1,23,7,2,1
7819,2,21,7,30,1
6713,1,26,5,12,0
14797,1,25,1,10,0
14325,1,23,6,2,0
7136,1,20,7,31,0
13844,1,21,8,38,0
6765,1,18,7,12,1
8826,1,20,2,35,1
3836,1,25,8,23,1
5931,2,24,6,10,1
10211,1,20,1,1,1
3490,1,22,3,28,0
13009,2,19,8,16,1
10356,1,20,3,28,0
5468,1,18,5,37,0
3326,1,25,4,11,1
8931,1,19,5,15,0
10259,1,25,7,17,0
4092,2,26,4,38,1
5466,1,19,1,18,1
14632,1,25,6,6,1
4501,1,26,4,9,1
4627,2,25,6,35,0
7078,1,19,8,37,1
8185,2,25,5,10,1
9211,1,23,2,39,0
3820,2,18,7,35,1
13541,1,22,8,19,1
12283,2,24,3,29,0
6535,2,20,3,31,0
7559,2,20,8,33,0
13888,2,20,3,26,0
14983,2,19,1,3,1
5203,2,23,3,33,0
4656,2,19,2,27,0
7043,2,20,7,12,0
6326,2,20,1,37,0
9989,2,23,2,12,1
11991,2,19,3,39,0
7717,2,19,5,36,1
5394,2,21,1,19,0
13833,1,18,2,29,1
6478,2,21,1,1,0
8068,1,24,5,32,1
11906,1,19,8,13,0
4665,1,19,4,26,0
4343,2,26,8,30,0
11439,2,24,8,22,1
4627,1,18,6,15,0
8716,1,18,7,38,0
6694,1,21,5,5,0
14781,2,21,3,19,0
13889,1,25,8,3,1
14187,2,18,3,5,1
5336,2,19,6,28,1
6398,1,18,6,39,1
14585,2,25,3,40,1
8398,2,24,5,25,0
5611,2,20,6,31,0
7872,2,20,6,36,0
13739,1,23,5,32,0
12849,1,23,1,36,0
11306,2,22,5,20,1
6253,2,24,5,40,1
4321,1,24,4,10,1
7227,1,22,1,30,1
7146,2,23,7,25,0
5421,1,18,4,39,0
3135,1,21,2,21,1
12063,2,20,7,3,0
6265,2,18,2,29,1
11940,2,22,3,12,1
8757,2,19,7,18,0
5220,2,25,1,24,0
11568,1,22,3,18,1
6473,1,24,1,20,0
11041,2,18,8,26,0
13787,1,21,4,17,0
13101,2,22,8,37,0
3581,2,20,3,30,0
10203,2,20,8,4,1
7482,2,26,2,10,1
3438,2,19,3,25,0
8513,1,23,1,10,0
13191,2,19,4,34,1
3989,1,22,3,27,0
13993,2,18,4,27,1
14516,1,26,4,3,0
7376,1,24,3,28,1
3593,2,22,4,37,1
6387,2,23,8,37,1
13656,2,24,8,39,0
11216,2,21,3,28,0
11463,2,18,5,7,1
10943,2,24,2,15,0
11235,2,23,8,39,1
11032,1,23,3,36,0
10105,1,24,1,5,1
14876,1,25,5,16,0
6747,1,20,6,4,0
14854,2,24,6,25,0
12796,2,19,6,29,0
3683,1,24,5,22,0
7217,2,26,1,1,1
9583,2,25,3,40,0
4998,2,24,7,29,0
14890,1,20,2,4,0
10707,1,21,2,19,1
12553,2,22,8,10,0
3737,2,24,6,32,0
12626,2,26,3,15,0
9308,2,20,3,18,1
10342,2,24,2,32,0
3661,1,20,1,22,1
4888,2,20,7,27,0
3789,1,20,7,24,0
7606,1,21,8,23,1
9376,1,24,3,5,0
13617,2,25,3,28,0
4588,2,20,3,14,0
12141,2,20,6,33,1
6827,1,21,1,40,1
6262,1,24,2,19,1
9574,2,26,8,4,0
7532,2,22,3,37,1
7069,1,19,3,10,0
4381,2,18,6,21,0
12467,2,22,7,25,1
5771,1,22,5,16,0
3798,1,23,7,18,0
4278,1,23,2,15,1
11682,2,24,3,36,0
5967,2,19,5,6,0
7329,2,19,8,23,1
3263,1,26,4,36,1
14581,2,26,3,35,0
10316,1,19,6,30,0
7257,1,20,1,12,0
6437,2,24,7,16,1
13788,2,26,4,3,0
12565,2,23,2,36,0
4931,2,22,2,37,1
7149,1,22,1,36,0
10473,2,23,1,9,1
10343,2,25,8,22,1
14399,1,23,6,5,1
6489,2,25,4,16,0
7968,1,19,3,17,0
12721,2,18,2,24,1
6311,2,21,8,28,0
13695,2,26,5,36,1
12375,1,21,2,16,1
12814,1,22,8,7,1
13625,1,24,8,8,1
3713,2,23,4,13,1
9624,2,21,2,26,0
11272,2,22,6,34,1
4937,1,21,5,12,0
8663,1,20,7,9,1
5753,1,25,8,5,1
7877,2,18,8,36,1
4939,1,18,6,22,0
4662,1,18,8,31,0
6745,1,19,4,31,0
13075,2,19,8,40,1
14616,2,26,6,8,1
6050,1,25,6,25,1
3537,1,22,2,13,1
5218,1,25,3,25,0
7556,1,19,6,23,0
3307,1,26,7,19,0
7358,2,24,4,12,1
9466,1,24,1,5,1
6166,1,18,5,14,1
14632,2,18,8,20,1
9021,1,19,4,19,0
4484,2,25,4,12,0
5421,1,19,3,19,1
14725,1,20,2,19,0
4163,1,18,2,6,0
8326,2,22,3,16,1
9465,1,23,7,7,0
9333,1,23,7,30,1
5892,1,24,3,37,1
6613,2,20,2,38,0
11970,2,21,4,6,1
12952,2,20,1,21,0
4617,2,23,4,23,1
6790,2,20,5,9,1
9140,1,20,8,37,0
8026,1,24,1,38,1
11526,2,20,4,6,1
3762,2,23,7,28,0
13918,2,21,7,3,1
5298,2,26,8,5,1
9568,2,25,3,22,1
9826,1,19,5,30,0
9892,2,19,3,1,1
9368,2,20,5,26,0
7414,1,26,7,12,0
4410,1,24,1,1,1
14694,1,19,6,28,0
8309,2,20,8,37,0
12527,2,21,3,29,1
10877,1,18,3,8,1
10576,2,21,3,32,0
12312,1,26,4,40,1
4926,2,23,3,37,0
6127,1,24,8,37,0
5430,2,21,3,19,0
13285,1,23,1,34,0
3109,2,21,7,19,1
13954,2,20,7,10,1
5991,2,24,5,35,0
11966,2,22,1,29,0
8612,2,23,6,8,0
13829,2,18,1,33,1
5384,1,26,6,39,0
14634,1,22,7,18,0
7462,2,20,2,1,1
10620,1,23,2,34,0
10269,1,26,8,6,1
10732,1,22,3,17,0
13732,1,21,6,19,1
6530,2,26,5,37,1
4485,2,25,8,36,0
14348,2,26,2,17,1
12086,1,19,1,13,1
14626,2,20,7,17,0
7818,1,26,6,37,1
4380,2,22,8,14,1
11601,2,25,6,36,1
7083,1,23,1,22,0
3303,2,26,8,28,1
10019,2,20,5,2,1
3575,2,18,6,20,1
11531,2,19,2,22,1
4630,2,20,5,10,0
12166,1,22,6,30,0
11743,1,22,3,33,0
6817,1,22,4,10,1
5398,2,26,5,13,1
6276,1,26,5,27,0
6441,1,19,6,5,0
12738,1,26,2,14,1
4667,2,19,5,38,0
8527,2,25,7,39,1
9489,2,26,2,22,0
6273,2,24,7,38,0
8469,1,25,6,1,0
3245,2,18,7,28,0
6535,2,19,4,15,0
5254,1,23,6,24,0
9191,1,18,3,20,1
10846,2,25,4,15,1
7185,1,22,8,7,1
13471,2,26,6,21,0
14586,2,18,2,17,0
13215,1,19,6,26,1
3372,1,20,1,28,0
3441,1,19,1,11,1
13349,2,18,7,17,1
13601,1,22,5,31,0
6615,2,25,7,24,1
4595,2,24,1,33,0
10513,1,23,1,26,1
12383,2,20,3,37,1
8611,1,25,8,4,0
14396,2,25,8,10,1
5905,2,22,6,17,0
3599,2,26,2,33,1
12431,1,24,8,10,0
9226,1,24,5,9,1
7276,2,26,5,5,1
7092,1,19,1,18,0
12729,1,22,8,33,1
14407,2,20,1,38,1
12467,1,18,1,13,1
3898,2,22,5,14,1
13148,2,18,6,30,1
14479,1,22,1,34,1
14267,2,23,1,17,1
4420,1,25,1,39,1
13126,1,23,6,21,1
3017,1,19,7,31,1
14401,2,21,4,1,0
7948,1,18,8,26,1
10432,1,18,1,27,0
13311,1,19,6,28,1
12854,2,22,1,19,0
14941,2,24,1,7,1
9682,1,24,6,15,0
8628,2,20,5,20,1
7396,1,26,8,6,1
8200,2,26,1,40,1
12410,1,18,2,7,0
11090,1,23,2,19,0
7618,1,23,6,19,0
5692,2,21,2,6,0
12156,2,21,3,20,0
10778,2,21,5,5,1
13088,1,24,3,29,1
10206,2,19,1,5,0
9944,2,26,1,7,1
14407,2,20,3,29,1
7957,2,24,1,36,1
3923,1,22,3,4,1
9128,1,20,7,5,0
4266,2,21,8,10,0
7093,2,26,2,38,1
5288,1,24,6,7,1
6717,1,26,2,31,1
9656,2,24,6,17,0
11207,1,24,6,20,0
11083,1,23,3,28,1
11154,1,26,2,38,1
11521,2,19,5,16,0
12322,2,18,6,6,1
14294,2,18,8,22,1
14566,1,25,1,31,0
13822,1,24,2,20,0
13224,1,25,8,5,0
4356,1,22,2,39,1
14121,1,24,7,38,0
4063,2,18,5,14,0
14061,2,26,1,35,0
8896,2,22,1,40,0
7309,2,25,7,30,0
10241,2,20,3,20,1
13977,1,26,7,25,1
5103,2,22,2,10,1
12696,2,25,8,27,1
10461,1,22,6,22,1
12484,2,19,7,30,0
6866,1,19,7,39,1
11155,2,22,3,19,0
12189,1,21,2,15,1
9112,1,18,1,9,1
9161,2,20,8,1,0
4791,2,22,6,38,0
7565,2,25,3,7,0
10560,1,19,8,1,0
8732,2,18,5,2,1
6169,2,23,8,15,1
6729,1,20,2,30,0
14485,1,24,6,6,1
12606,1,25,4,3,0
5046,1,21,1,13,0
12519,2,18,1,5,1
9139,2,21,3,36,1
9190,1,22,4,17,0
12420,1,18,5,14,1
12187,2,19,7,18,1
10436,1,24,1,6,1
6885,1,25,5,40,0
5803,2,23,4,8,0
11302,2,23,6,12,0
8972,2,26,4,37,1
12520,1,22,4,12,1
3465,2,19,1,11,0
10662,2,25,4,15,0
11987,2,21,1,22,1
11632,2,26,8,3,1
9867,1,22,1,32,1
7233,1,18,2,28,0
14900,2,20,6,13,0
4768,1,24,6,33,0
13571,2,21,5,15,0
13861,1,21,6,16,1
14782,1,26,2,26,0
12758,1,19,7,21,0
4154,2,24,7,20,1
12499,1,18,4,22,1
11188,2,22,4,21,0
13204,2,20,5,25,0
3326,1,23,5,1,0
5941,2,21,4,1,1
8144,2,25,7,5,1
12937,1,26,4,30,1
8576,2,24,7,3,1
14558,1,19,6,9,0
7635,1,26,7,36,1
6241,2,18,3,25,0
6622,1,25,4,4,1
5376,1,20,1,23,1
9907,1,21,8,40,0
9746,2,23,3,4,0
3056,1,20,3,4,1
10679,1,22,8,17,0
3134,2,26,6,22,0
11138,2,25,3,34,1
8846,1,26,6,37,1
8052,1,26,1,4,0
4704,1,23,5,4,1
9992,1,20,8,30,1
10464,2,22,6,17,1
11784,1,23,4,6,1
5657,1,23,4,19,0
11998,2,21,8,26,1
6818,2,24,2,4,0
9718,2,21,4,29,1
4956,2,21,2,8,0
8004,2,24,3,30,0
4740,2,18,6,12,0
11829,1,19,5,29,0
4652,2,24,8,20,0
13330,1,22,5,22,1
9997,1,26,3,21,1
12993,2,24,1,14,0
5392,2,21,5,18,1
12373,2,19,2,18,1
11194,2,19,8,21,1
4099,1,19,5,26,1
5185,2,26,4,28,0
13695,2,21,8,7,1
9872,2,21,1,9,1
5186,2,21,4,19,1
14268,2,22,1,17,1
13695,1,26,7,11,0
14575,1,18,8,17,1
11341,2,24,5,11,0
10440,1,25,8,11,0
14073,2,20,7,4,0
5302,2,24,4,29,1
12021,2,26,3,1,0
13600,2,26,3,22,0
14822,2,20,6,26,0
6714,1,22,4,1,0
6568,1,24,5,24,1
12002,2,18,2,12,1
7422,1,20,8,36,1
4726,1,21,4,27,1
12219,2,24,5,8,1
14743,2,21,5,6,0
7951,2,25,3,10,0
13011,1,20,8,23,1
11925,1,20,8,38,1
11468,1,19,6,9,0
13414,2,24,1,26,0
12898,1,25,6,31,0
3132,2,20,3,40,0
7778,2,22,1,10,0
10631,1,18,1,19,0
11474,2,25,2,5,0
8080,2,23,5,34,1
3337,1,22,2,30,1
4248,1,21,5,28,1
14526,2,25,5,16,1
5874,2,25,6,24,0
12275,1,21,3,19,1
13140,2,24,7,7,1
5525,1,26,2,22,0
11815,2,25,2,34,1
9190,2,23,3,32,0
14331,2,20,6,27,0
4183,1,22,1,30,1
3155,2,18,3,23,1
7611,1,19,2,6,0
5756,2,24,6,26,0
5893,1,26,4,4,0
13803,1,24,4,34,0
3537,1,21,1,21,0
14333,1,26,4,24,1
12684,2,21,7,40,1
13611,2,21,4,35,1
7336,1,24,3,33,1
12844,2,19,5,11,0
10200,1,18,3,23,1
12356,1,19,8,5,1
12089,1,21,7,17,0
13323,1,20,6,22,1
7131,2,24,1,29,0
10790,2,23,6,11,0
4435,2,24,4,12,0
8066,2,20,3,29,0
13079,1,22,4,10,0
7869,1,18,2,25,1
10845,2,21,3,13,0
4946,2,24,1,21,0
7112,2,25,7,35,0
6595,1,19,5,23,0
12327,2,23,4,19,1
11066,1,22,7,11,1
7595,2,20,4,2,1
5683,2,22,2,12,0
10613,1,21,2,35,0
7058,2,19,4,15,0
5161,2,19,1,22,1
11156,2,22,3,27,1
7604,2,20,8,35,1
3378,1,26,1,40,1
6683,1,23,5,8,1
11268,2,19,5,11,0
9417,2,19,1,33,1
11746,2,20,6,19,1
14556,1,21,8,24,1
10165,2,26,1,13,1
5115,1,24,5,13,1
5824,2,25,6,18,0
13558,2,25,5,37,0
13445,2,18,5,2,0
11307,1,26,3,2,0
8080,2,18,4,31,1
6106,2,23,3,8,1
10239,1,24,5,35,1
11903,1,23,3,28,0
14166,1,22,2,30,0
13653,1,21,7,7,0
13162,1,19,8,24,0
13153,1,22,7,39,1
11078,2,25,1,6,1
14434,1,18,5,13,1
5774,1,25,4,30,0
13771,1,18,6,37,1
13858,2,21,2,37,1
14458,2,24,7,35,1
4107,2,22,2,28,0
4672,1,19,5,31,0
9051,2,21,7,8,0
5745,2,21,5,36,0
10692,1,23,6,9,0
6750,1,25,7,28,1
14451,1,24,4,1,1
10406,1,19,4,34,0
10800,1,25,7,20,0
7959,2,20,7,16,0
14775,2,22,8,17,1
14430,2,23,6,3,1
8020,2,21,3,15,0
14745,2,23,8,16,1
3467,1,24,7,32,1
12039,1,23,1,37,1
7525,2,22,7,10,1
7026,1,18,3,29,1
5208,2,25,1,16,1
5490,2,21,6,33,0
10674,1,18,6,25,0
14044,2,23,4,25,1
10769,1,21,6,27,0
13881,2,20,2,27,1
5197,2,22,5,31,0
5709,1,23,5,4,1
11698,1,23,8,23,0
5983,2,18,2,11,0
8131,2,26,1,36,1
5455,2,22,5,29,0
7500,1,23,4,22,1
11849,1,26,3,39,0
7114,2,20,2,36,0
12763,1,18,3,10,0
12063,1,24,8,25,1
12720,1,23,5,4,0
5542,2,25,6,27,1
5553,1,21,7,32,0
5464,2,20,6,13,1
10745,1,25,6,34,1
12566,1,26,3,8,1
8467,1,19,3,4,0
8067,2,22,2,14,1
13006,1,20,1,40,1
4472,1,25,5,15,1
3261,1,26,2,9,1
6521,2,24,4,11,1
9536,1,24,7,19,0
8283,1,23,2,18,0
11424,1,24,1,29,1
3920,2,24,4,10,1
7925,1,21,7,8,0
11484,1,22,6,13,1
12128,2,26,6,23,0
10092,2,20,1,28,0
8358,2,25,8,21,0
6818,1,22,7,5,1
7462,2,21,2,10,0
14905,2,21,8,19,0
9265,1,21,2,34,1
13874,1,24,2,24,0
12539,2,21,3,2,0
12184,1,24,2,31,1
13022,1,19,3,24,0
9730,1,22,8,33,0
9056,2,20,4,40,0
14884,1,25,8,39,0
13261,2,23,8,22,1
4506,1,18,6,19,1
11069,1,24,5,2,1
3196,2,18,5,35,0
3885,2,26,1,21,1
10278,2,22,2,31,1
5461,2,22,4,12,0
14096,1,25,7,9,0
3107,1,18,4,16,1
3379,1,20,6,8,0
3545,2,26,5,16,0
13612,2,21,2,15,0
3084,1,19,7,36,1
8016,1,23,2,20,1
14450,2,18,6,38,1
8170,2,24,4,27,1
5131,2,24,5,7,0
11907,2,19,1,2,0
6888,1,20,5,25,1
3785,1,20,6,21,0
9961,1,22,6,30,1
13323,2,21,3,25,0
11827,2,22,5,11,0
10053,2,18,3,11,1
5862,2,22,4,17,1
11373,2,18,4,36,1
6567,1,26,2,10,0
8703,2,23,1,16,0
12104,2,26,1,40,0
8413,1,25,8,17,0
13579,1,22,8,25,1
13014,1,24,7,5,1
11644,2,19,5,14,0
5193,2,18,8,4,0
10176,1,26,7,7,1
13645,2,20,8,34,0
4131,1,20,7,39,0
12706,2,21,6,30,1
8640,1,20,6,29,0
6639,1,26,4,34,0
11634,2,23,8,7,0
12244,2,18,4,7,1
5697,1,24,2,16,1
9540,1,21,7,40,0
10299,2,25,1,27,0
6642,2,24,1,16,1
4981,2,21,4,26,1
5297,1,21,6,12,1
13152,1,26,2,21,0
13485,2,21,8,35,1
5990,2,21,2,40,1
11253,1,21,6,35,1
7430,2,18,6,26,0
3601,2,25,7,7,0
11722,2,22,6,8,1
3992,1,23,7,23,1
13453,2,18,4,13,1
9184,1,20,4,19,1
7441,2,22,1,12,0
10959,2,18,5,6,0
10114,1,23,5,20,1
14974,2,24,7,27,1
8724,1,21,4,17,1
3623,1,19,1,2,1
4409,2,25,1,11,0
9572,2,19,4,12,1
10580,1,23,4,40,0
6396,1,25,2,13,0
7062,1,23,5,2,1
6840,2,20,2,11,1
14158,2,19,5,35,1
3191,1,25,6,24,0
14508,2,24,5,20,1
5693,2,21,7,2,1
11519,1,18,7,25,0
8249,2,26,4,38,1
6596,1,19,5,14,1
9291,1,26,6,36,0
4271,2,18,1,21,1
4721,1,24,1,5,0
13129,1,19,6,11,1
12357,1,19,2,8,0
9112,2,25,7,12,1
8121,1,21,1,25,0
7717,2,20,2,5,1
9082,1,25,2,20,0
8620,1,26,4,20,1
9534,2,23,1,39,0
4068,2,21,6,25,0
12978,1,26,6,19,0
6412,1,21,2,13,1
12590,1,20,1,19,1
4296,1,19,6,3,1
5374,1,18,6,31,1
6237,2,23,5,8,1
4146,1,24,8,39,0
7763,2,26,6,20,0
14272,2,24,4,19,1
7425,2,19,3,13,0
11488,1,24,7,27,0
13578,2,24,3,27,1
12404,1,21,1,18,0
7259,2,18,5,32,1
4522,2,22,6,34,1
3752,1,25,7,11,0
4357,1,26,8,20,0
9082,1,21,1,23,0
7516,1,24,6,23,1
12257,2,24,5,36,0
14070,1,19,2,9,1
7015,1,22,7,8,0
11112,2,18,4,20,0
6686,1,26,5,35,0
8758,1,24,4,7,1
5178,2,19,5,18,0
8816,2,18,5,5,0
6265,2,26,8,9,0
5485,1,26,6,26,0
11847,2,20,3,30,0
11164,1,26,5,14,0
14321,2,20,8,32,1
9174,1,21,1,37,1
7779,2,19,8,14,0
7763,2,20,4,16,1
12612,1,23,4,14,1
4493,1,19,4,24,1
7734,1,24,6,11,1
5240,2,23,3,4,0
9793,1,26,6,37,1
6252,2,19,7,19,1
5723,1,23,6,32,1
14959,2,19,4,5,1
3334,1,19,4,17,1
5594,2,19,7,4,0
10169,2,24,4,35,0
6354,2,26,4,27,0
5306,1,25,4,22,0
14729,1,26,8,8,0
11319,2,23,7,6,1
11851,1,26,2,30,1
13625,1,21,7,22,1
5193,1,26,6,36,1
8220,1,18,6,1,0
9381,1,24,2,22,1
7483,2,18,6,4,1
14354,2,26,4,32,0
10392,2,23,6,5,1
12084,1,25,4,19,0
8106,2,21,7,24,1
11490,2,21,8,38,0
10480,2,23,8,40,0
8269,2,22,1,38,1
3971,1,26,5,8,1
9736,2,20,8,30,1
6506,1,24,4,34,0
5848,1,22,4,16,1
9035,2,23,4,3,0
12572,1,23,4,36,0
10187,1,24,7,9,1
13259,1,21,3,30,1
12405,2,18,1,39,1
10581,1,24,5,20,1
12758,1,26,3,37,1
4967,2,21,2,15,1
14456,2,25,4,29,0
12625,1,21,3,38,0
5832,1,23,4,3,1
5057,2,21,4,28,0
4821,1,24,3,22,1
4338,2,25,5,11,0
11128,2,18,2,39,1
13211,2,26,7,32,1
3928,1,26,5,11,1
9515,2,18,7,20,0
8077,1,23,2,34,0
10892,2,21,2,6,1
14399,1,26,4,38,1
7556,2,18,3,31,0
11586,1,21,8,38,1
8918,2,23,4,24,1
6115,2,22,5,28,0
10536,1,23,8,23,0
8653,1,25,6,18,1
14682,2,25,8,23,0
9344,1,22,6,34,1
5767,2,20,8,2,1
7865,1,19,8,38,1
3753,2,21,5,34,0
4809,2,19,6,38,0
10310,2,21,8,39,1
13372,1,18,2,27,0
6858,1,22,1,4,1
14950,1,24,7,13,0
14531,1,22,1,5,0
10104,2,26,2,31,1
6308,2,21,3,13,1
10805,1,24,5,28,0
10532,1,18,3,10,0
3330,2,18,7,4,1
13721,2,21,2,28,0
9252,1,20,1,25,0
12671,1,18,5,21,1
7366,1,21,1,9,1
3165,1,19,6,27,1
9169,1,19,7,2,0
3629,1,21,7,24,0
6061,1,25,8,23,0
9235,2,26,6,15,1
14065,2,19,3,28,0
5712,2,18,5,20,0
14076,2,24,8,14,0
7961,2,18,3,5,1
11395,2,21,8,26,0
10670,2,23,1,34,1
9935,1,20,1,10,0
9084,2,21,7,27,0
13719,1,23,6,18,1
6675,1,19,2,10,1
6234,2,26,7,24,0
5276,2,25,5,9,1
14185,1,24,4,15,1
5781,2,25,5,1,1
10544,2,18,2,24,1
14139,1,22,3,2,1
9036,1,19,8,40,0
9255,1,23,5,22,1
4723,1,24,6,27,0
5306,1,25,5,35,1
14600,1,25,5,1,0
12393,1,24,3,2,0
4676,2,21,3,26,0
7319,2,18,1,22,0
3954,2,19,5,35,0
7024,2,23,4,10,1
11325,2,21,2,2,1
4685,2,23,2,38,0
11813,2,18,4,33,0
3581,2,21,7,1,1
7610,1,20,6,32,0
6172,2,22,2,33,0
4100,2,23,2,9,0
4302,2,21,6,36,0
12509,1,25,3,38,1
4878,2,23,2,28,1
12860,2,22,8,40,0
4443,1,24,4,3,1
14127,2,19,1,33,0
7167,2,19,4,1,0
6593,1,18,8,39,0
10399,2,18,1,33,0
10205,1,22,7,35,0
10299,2,19,5,22,0
6727,1,23,6,37,0
4236,2,21,3,15,0
11544,1,21,5,25,0
8342,1,20,8,2,0
4997,1,22,4,15,1
9123,2,26,4,30,0
12993,1,24,5,12,0
4712,2,23,5,25,0
12396,2,25,6,12,0
12320,2,23,6,30,1
6356,1,25,2,27,0
3091,1,23,1,6,1
10466,1,20,3,28,0
8298,2,25,3,14,0
11087,1,26,1,32,1
4479,2,25,7,30,0
3775,2,24,2,24,1
11099,1,20,5,7,0
13976,1,24,8,8,0
13991,1,25,4,3,1
9073,2,21,7,15,1
8106,2,23,8,30,1
13153,1,26,3,4,1
8048,2,21,2,7,0
3021,2,26,7,17,0
11723,1,20,8,5,1
14437,2,19,8,31,1
6553,1,22,3,25,0
7353,1,23,7,24,1
10279,1,24,6,26,0
7191,1,25,1,21,0
10509,1,19,1,9,0
13038,1,23,1,16,0
11491,1,22,6,37,0
3976,2,19,8,24,0
13077,1,24,8,34,0
7530,2,22,3,37,1
14243,2,23,8,26,1
11342,1,22,8,33,0
4902,1,21,4,28,0
8519,2,21,5,9,0
13801,1,24,5,32,0
4554,2,18,3,36,0
10119,2,19,6,21,1
10826,2,24,6,24,0
9177,1,22,3,4,1
4090,2,24,1,18,0
5208,1,25,2,26,0
8887,2,18,3,7,1
13028,2,22,8,26,1
13536,2,18,8,23,1
11850,2,24,3,36,1
11210,1,24,5,18,1
3088,1,26,3,10,1
9777,2,24,7,21,1
7060,1,24,1,9,0
9904,2,23,6,11,0
10035,1,18,1,13,0
7573,2,24,4,32,0
13242,2,25,3,20,1
13451,1,25,1,12,1
6477,2,20,7,34,1
6072,1,18,5,1,1
9377,2,23,7,3,1
9774,2,23,7,5,1
9345,1,18,7,2,0
5172,2,25,3,18,1
7547,1,18,6,5,0
4204,2,21,5,3,0
12044,2,22,7,26,0
4593,2,26,8,22,0
3743,1,25,8,13,0
