wage,costliving,gender,age,branch,userexperience,city,competence,merite
5458,1782,1,19,1,16,3,4,4
10281,1942,1,18,1,62,5,2,2
8404,1913,2,17,1,7,5,1,3
14917,1789,2,19,2,68,5,4,4
9211,1949,1,19,2,18,6,3,4
9457,1428,1,18,1,26,5,4,1
11551,1567,2,17,1,58,3,2,3
8304,2076,1,20,2,21,1,4,4
6488,913,2,18,1,8,4,2,1
13822,855,2,19,1,89,6,2,1
4041,1707,1,17,1,10,2,2,4
8048,1948,1,19,1,26,1,1,2
5602,1012,1,18,2,13,2,2,4
10903,1632,1,17,1,39,3,1,1
10366,913,1,18,1,25,5,4,2
12569,2015,2,17,1,42,6,4,4
14335,1338,2,18,1,33,6,2,2
11280,663,2,17,1,12,4,2,3
5794,1064,2,18,1,50,1,2,2
11755,1023,2,17,2,59,4,4,2
5210,1845,1,21,2,1,2,3,4
11743,1408,1,17,2,3,4,1,1
10374,1530,1,18,2,35,2,4,4
13961,1906,2,21,1,52,6,4,3
13322,1497,1,17,2,92,1,1,2
13778,711,1,19,2,2,6,3,1
8759,1555,1,19,2,44,4,1,2
11981,621,2,19,1,31,5,1,1
11076,971,1,17,2,81,5,1,1
13772,708,2,17,2,50,2,2,1
13321,1169,2,19,2,6,2,4,4
8979,1580,1,20,2,90,3,2,4
12684,1875,2,21,1,29,6,2,4
4792,1725,1,18,1,87,5,1,1
4156,1821,2,18,1,83,5,3,3
10046,1084,1,19,1,25,1,1,3
11061,1618,1,20,1,72,2,3,2
6604,1414,1,17,1,58,6,1,1
11916,1657,1,18,1,88,5,3,4
11987,2037,1,20,2,12,5,1,4
9527,930,1,21,1,41,3,4,2
9581,1267,2,21,1,86,6,2,4
10046,1549,1,19,2,74,1,3,1
4772,1746,2,18,1,89,6,4,2
6815,2087,1,20,1,35,3,2,2
14261,850,2,18,1,98,2,2,1
8455,1531,1,18,2,15,1,4,4
7879,1620,2,21,1,80,1,1,4
11502,1738,2,21,2,72,1,4,4
5104,1828,1,18,2,14,6,3,2
13197,1117,2,19,1,100,1,3,2
12024,665,1,21,2,79,6,3,1
13045,1388,1,19,2,76,1,1,2
13128,1127,2,20,2,72,5,1,4
9855,916,2,17,2,47,5,4,4
14928,1171,2,17,2,96,1,3,4
5690,1450,2,20,2,99,6,3,3
8369,896,1,17,2,28,5,4,1
4087,1491,2,20,2,21,1,1,2
13042,1099,2,17,1,54,2,4,2
13273,1303,2,20,2,77,2,1,4
10037,1096,2,19,1,63,3,2,2
4245,754,2,17,2,13,5,1,1
14990,1711,2,19,2,46,2,4,2
7103,1088,2,21,2,94,6,3,3
5560,1093,2,21,2,9,4,4,2
4977,811,2,19,1,31,6,4,4
11611,1956,2,19,2,1,3,3,3
4668,2072,2,19,2,75,5,2,2
8557,1399,1,17,2,62,6,2,4
5335,1368,1,21,1,70,2,4,4
8156,1498,1,18,2,64,1,3,2
9287,1414,2,20,2,50,3,2,3
13627,901,2,19,1,83,1,4,4
12063,772,1,20,1,19,5,2,2
10954,1871,2,21,2,61,6,1,1
14011,1849,1,17,1,86,5,2,1
6392,1267,2,21,1,62,1,2,3
5074,1701,2,19,2,8,2,1,2
10307,1505,1,17,1,9,3,3,4
11762,1287,2,19,1,59,6,4,2
6435,836,2,20,1,83,5,1,1
5452,1073,2,18,1,89,6,1,2
5748,1648,2,17,2,37,4,1,4
6102,1418,1,20,2,20,1,3,4
9169,1642,1,19,1,59,3,1,4
14463,1156,2,19,1,54,6,4,2
7923,1262,2,17,2,79,3,3,3
9460,1980,2,17,2,53,5,1,4
10484,1868,2,20,1,3,4,2,1
4252,601,2,21,1,69,6,2,2
7116,619,1,19,1,16,1,4,1
10886,926,2,19,2,8,5,1,3
12617,1964,1,19,1,37,5,1,1
9509,1580,1,19,2,64,6,2,2
12365,1541,1,20,1,44,2,1,1
6789,626,1,20,1,60,1,3,1
7074,1371,2,19,2,75,3,3,4
13530,1068,1,21,1,37,3,1,3
10767,2024,1,18,2,33,1,1,3
11753,1430,1,18,2,90,3,3,2
14139,1457,2,17,2,47,6,1,1
13774,1987,1,20,2,16,2,1,2
14582,736,1,19,1,55,3,1,1
11463,1031,2,20,1,84,1,3,1
14405,1434,2,19,2,1,6,3,3
7676,695,1,17,2,60,6,3,2
13560,1412,2,19,2,72,1,1,2
9142,691,2,18,1,12,2,2,1
7890,1924,1,21,2,74,5,3,2
4157,1359,1,20,2,2,3,2,3
8826,701,2,18,2,19,5,2,2
7482,1495,1,18,1,48,4,3,1
13378,1603,1,17,1,37,1,1,2
8765,1025,1,20,1,3,4,2,4
11931,1941,2,21,2,11,2,3,4
6672,1329,2,20,2,47,5,2,4
7217,668,2,18,1,49,5,4,4
4377,1584,1,20,1,68,3,1,3
11631,1640,1,21,1,2,5,1,2
14380,1688,2,17,1,91,5,4,1
4812,1592,2,20,2,16,3,4,4
9940,608,2,19,1,23,3,1,1
10886,1834,1,21,1,51,2,3,3
4202,1618,1,17,1,38,3,3,3
13824,887,1,19,1,73,6,4,4
12053,1071,1,20,1,97,1,1,3
7518,2020,1,17,2,2,4,3,2
8918,1274,2,19,1,41,2,4,1
11832,2006,1,18,2,80,5,2,4
8804,892,1,18,1,70,6,2,4
11553,2076,2,18,2,14,1,1,4
11702,796,1,21,1,47,3,2,4
6902,1549,1,18,2,97,4,1,4
6103,1882,2,21,1,59,6,1,4
10752,808,1,20,2,85,3,1,4
12612,1332,1,17,2,90,3,3,2
13510,1461,1,17,2,96,5,2,2
14649,1621,1,21,1,83,4,1,3
7834,1636,1,17,1,52,1,1,3
9762,881,2,21,2,81,3,3,1
14301,1071,1,21,2,45,3,1,3
7130,1463,1,18,1,95,1,4,1
6368,1232,2,17,1,26,3,3,2
8089,1631,1,19,2,11,3,2,2
9187,606,2,19,2,36,3,4,3
10259,1639,2,17,2,43,6,4,2
4511,1328,1,18,2,72,4,3,4
13334,1033,2,17,1,75,6,3,1
12739,1368,1,17,2,25,4,3,1
4630,1033,1,17,2,64,2,4,4
7409,958,1,18,2,71,1,2,1
13071,1358,1,21,1,77,4,3,4
5981,1716,1,19,1,90,6,1,3
8890,742,1,18,1,82,5,3,3
12643,1017,1,19,2,60,4,2,3
8473,890,1,20,1,60,5,4,1
8461,1495,1,17,2,92,4,2,1
6713,1078,1,17,1,14,4,1,2
7921,1508,2,18,1,97,4,2,4
5308,1648,1,21,2,40,2,2,2
7196,1350,2,20,2,77,2,3,1
6915,1638,2,18,2,71,6,3,4
11281,1156,2,20,2,75,1,2,3
7656,1712,2,18,2,80,3,2,4
6168,829,2,17,2,29,3,3,1
13080,1950,1,21,1,97,1,4,3
14040,1805,2,17,2,72,3,4,3
9510,602,1,17,1,17,3,2,4
5491,1719,1,21,1,53,2,1,1
10732,1149,1,20,2,63,2,3,3
12721,1862,2,17,2,30,4,2,2
10555,1852,1,20,1,44,4,1,1
4283,997,2,21,1,64,1,4,1
13936,1273,2,19,1,99,3,2,3
13513,1410,2,19,2,89,2,1,1
13077,1669,2,18,2,56,2,1,1
12671,1825,1,21,2,8,5,2,4
4961,1749,1,20,2,76,4,3,1
5773,911,1,18,1,83,4,3,1
6331,685,1,17,1,75,3,2,3
8712,1398,2,17,2,41,1,3,3
8335,1946,2,17,2,90,6,2,3
13078,1964,2,20,2,21,2,4,3
7793,1048,1,18,1,65,3,2,3
10378,1683,1,19,1,34,6,1,1
14959,1149,1,20,2,97,2,2,4
4138,2054,2,17,2,70,1,2,2
4467,1365,1,21,1,7,6,4,1
9964,955,2,19,1,74,6,1,1
10577,1546,1,21,1,97,4,3,2
12468,1973,2,21,2,50,6,2,2
12003,693,2,18,1,11,3,4,1
14688,2046,2,20,1,71,4,3,2
8505,1730,2,17,1,70,1,3,2
11528,1606,2,19,1,89,3,3,3
6320,1189,1,18,2,1,6,4,2
10100,1907,1,21,2,69,4,2,3
9273,686,2,19,2,51,5,4,4
7125,698,2,21,2,91,4,3,4
8771,1858,2,20,1,64,4,4,2
8204,1081,2,19,2,1,1,4,4
11584,2055,2,18,1,73,3,4,3
11460,1745,1,21,2,40,2,2,1
12743,1482,1,17,1,54,3,1,1
4393,1858,2,18,2,72,5,2,1
5744,1702,2,18,1,66,6,3,3
13239,1606,1,17,2,42,3,3,1
9150,667,1,19,1,60,2,3,3
4994,897,2,18,1,38,1,2,2
9503,1049,1,18,1,99,6,4,1
10966,1146,2,18,1,21,4,3,1
10838,1041,2,17,1,65,3,1,4
14352,1861,1,17,1,98,4,1,3
8032,1708,1,20,1,29,4,2,3
8884,1238,1,18,1,8,6,2,4
6548,1816,2,19,1,71,5,1,4
6211,1767,2,20,1,100,1,2,3
14431,1117,2,20,1,33,6,1,4
10670,1023,1,20,1,19,3,3,3
7913,1377,2,19,1,6,2,3,4
6064,625,2,18,2,39,4,4,2
5558,1376,2,20,1,50,5,2,3
6725,1068,1,19,1,1,1,3,3
5055,1431,2,20,2,77,2,1,1
10690,1658,1,21,1,7,2,1,3
11042,764,2,21,2,39,3,4,1
4605,1058,2,19,2,15,5,2,2
6972,786,1,17,1,37,6,1,1
10793,1738,2,17,1,3,4,4,1
11400,619,1,18,2,86,6,4,3
7200,1522,2,20,2,6,1,1,1
12859,817,2,20,1,18,1,3,2
5278,1678,1,17,1,91,5,1,3
4259,1229,1,18,2,20,5,2,1
6396,1525,2,19,1,57,2,4,3
7206,668,2,21,1,13,3,3,4
7064,1943,1,17,2,38,2,2,1
5887,1430,2,19,2,97,4,4,3
5423,1182,2,18,2,47,3,4,4
4673,1512,2,17,1,80,5,4,2
13518,882,1,20,2,13,6,2,2
9135,1228,1,17,1,50,6,4,3
11338,2023,2,20,2,96,2,3,1
13239,637,2,21,1,5,6,4,4
5923,1342,2,19,1,47,3,3,4
14918,1641,2,21,1,61,5,3,2
6717,1722,2,20,2,23,3,2,4
5920,1312,1,18,2,5,1,4,4
8242,1366,1,21,1,45,5,4,2
12656,2082,1,19,2,26,5,1,2
8675,2027,2,21,1,61,3,2,2
12610,1507,1,21,1,41,2,2,3
12155,1915,2,18,2,3,1,3,3
9542,1653,1,18,2,74,2,3,1
12859,1559,2,21,2,79,2,3,3
9671,1193,1,19,1,27,4,3,1
6952,1116,2,18,1,27,5,2,2
4689,1099,2,21,2,31,1,3,4
12114,1812,2,20,1,50,5,3,3
5043,1586,2,21,1,87,3,3,4
6921,665,2,17,1,59,5,1,2
8981,1651,2,20,2,40,2,3,3
6403,1465,1,18,2,97,3,2,1
10988,1229,1,20,1,30,1,2,3
9608,1028,1,17,2,56,4,3,4
6128,708,1,17,1,50,6,2,3
13911,1443,1,20,1,85,5,1,1
13994,747,2,20,1,68,6,2,3
8629,1717,2,19,2,6,2,1,1
11729,952,1,19,2,28,6,1,1
9226,1493,2,19,2,20,3,1,2
6774,1449,1,21,1,3,6,2,2
12222,1056,2,20,1,90,3,3,2
9262,981,1,21,2,66,4,1,4
6534,1240,1,20,2,66,1,1,2
8393,1173,1,20,1,46,3,2,4
4228,954,2,18,1,3,2,1,3
13838,1472,1,19,2,25,2,1,4
4792,1739,1,21,2,1,5,2,4
8787,1771,2,18,2,83,2,1,4
11601,1103,1,17,1,67,6,1,2
9840,1124,2,21,1,55,1,3,3
8696,677,2,17,2,81,2,2,1
14072,1785,1,19,2,88,1,3,4
4611,1262,1,19,2,87,1,3,1
13083,2032,2,21,1,46,6,2,4
11340,1465,2,21,1,80,3,1,3
10959,1884,2,20,1,13,2,3,2
6062,2072,2,21,1,32,2,2,3
6113,1712,2,18,2,2,5,2,3
8779,1575,2,18,1,89,2,3,4
8522,1547,1,20,1,28,5,3,1
11090,1820,2,20,2,2,2,1,3
13717,1580,1,20,2,8,3,1,1
5979,1876,2,18,1,10,2,3,4
8855,1580,2,18,1,77,6,2,1
14178,1516,1,21,1,5,1,1,4
7118,1734,2,18,1,76,5,4,2
10260,1825,1,20,2,13,6,2,2
11246,1940,1,18,1,36,6,1,1
14698,1066,2,19,1,38,1,3,1
7211,1992,2,21,2,76,3,4,4
14404,1318,1,18,2,27,4,4,3
5612,1944,1,17,1,18,4,4,4
12402,1090,2,19,2,72,5,4,3
6131,1478,1,21,2,45,3,2,2
6087,2011,2,17,2,90,1,2,3
12074,940,1,19,1,29,2,2,4
6378,698,1,20,1,27,2,2,4
12486,1316,2,20,2,36,3,3,4
7904,1823,1,20,2,97,6,2,4
13378,1264,2,20,2,73,4,3,4
9191,1769,1,21,2,32,2,2,2
4989,729,1,21,2,45,5,1,3
5253,911,2,17,2,76,1,4,3
6398,2080,2,18,1,14,3,3,4
9565,1739,1,19,1,63,6,1,2
10183,835,1,18,2,14,3,3,2
10781,958,1,19,1,88,2,1,2
10786,1576,2,18,2,81,2,4,2
11384,1994,2,19,1,21,1,1,3
10224,1232,2,18,1,4,6,4,3
11088,840,2,17,1,74,2,4,1
7373,1990,1,21,1,30,3,2,1
10769,1545,1,19,1,32,1,1,4
13492,1973,1,21,1,14,6,1,2
5152,1480,1,21,1,14,5,4,2
7423,1376,1,19,2,85,6,3,1
12856,673,2,21,2,9,2,4,3
10023,1944,1,20,1,82,6,2,1
4716,1114,2,17,1,83,1,3,2
12569,851,2,21,2,54,2,1,4
10530,714,2,18,2,62,1,2,3
10679,767,1,17,2,85,1,1,4
12667,1396,2,21,2,46,6,1,4
8164,976,2,18,1,60,5,3,3
14719,1729,1,20,2,87,5,2,2
6664,1392,2,21,1,47,5,1,1
7939,696,1,17,1,22,4,1,2
7563,1970,2,21,2,53,2,3,2
7741,1060,2,20,1,33,6,3,4
12699,1661,2,20,1,88,5,4,2
6192,1748,2,21,2,10,2,2,4
6238,1325,2,17,2,10,6,1,1
13570,2048,1,20,1,40,1,2,1
12263,766,1,18,1,21,2,4,4
13996,1506,1,21,1,47,6,4,2
10923,2024,2,21,1,72,2,3,1
14198,1300,1,19,1,53,5,1,1
13947,696,2,21,1,70,5,3,2
5973,753,1,20,1,14,5,2,3
6545,956,1,17,2,57,5,4,2
4630,1821,1,19,2,16,1,1,1
13407,1116,2,19,1,92,1,1,3
11464,1284,2,17,2,64,3,1,4
8698,1084,1,20,2,73,4,2,3
4958,1056,2,18,1,9,1,3,1
14386,1357,2,17,2,61,4,3,3
5804,1212,1,20,2,24,5,4,1
12946,1877,2,17,1,79,1,4,3
7281,1303,1,20,1,43,4,3,4
9933,2085,1,19,1,79,6,1,2
12200,668,1,18,1,52,3,1,3
5166,1285,1,18,1,26,5,1,3
4802,1593,2,17,1,35,4,4,4
11973,1699,2,21,1,20,3,1,2
8124,1357,2,21,1,30,2,1,2
9824,1017,2,20,2,97,1,2,4
8366,1305,1,20,1,84,2,2,3
10350,1561,1,18,1,86,6,1,3
11452,1334,2,20,2,41,2,1,1
5932,655,2,19,2,15,2,3,3
14479,864,2,19,2,67,5,1,2
13265,1938,2,21,2,46,1,1,3
6100,1380,2,21,2,10,6,4,3
4928,1999,1,18,2,64,1,3,1
6941,1386,2,17,1,3,5,2,1
8241,624,1,20,2,79,4,3,4
7543,1830,1,21,1,63,1,3,4
9388,1650,2,19,2,81,2,1,1
14158,812,1,20,2,8,2,2,3
11868,1658,1,17,2,58,3,3,2
6795,968,1,18,1,38,4,3,4
5685,1180,2,20,2,71,5,1,1
14543,885,1,21,2,81,3,2,1
4303,1201,1,21,1,90,4,4,1
11664,779,2,17,1,18,2,1,2
4068,2024,2,21,1,44,1,2,3
8671,834,1,19,1,96,4,3,3
14840,1174,2,17,1,46,3,4,3
8307,1396,2,17,1,95,6,3,4
4003,686,1,17,2,46,2,3,2
9578,1519,1,21,1,90,3,3,4
4099,1442,1,17,1,94,1,2,1
11701,1463,1,18,2,5,5,2,2
13286,862,2,21,2,35,3,2,2
6612,1882,1,18,1,5,1,3,2
12986,779,1,17,1,37,1,2,2
12081,1174,1,21,1,19,6,4,4
10842,1040,2,19,2,99,3,4,3
10382,920,2,18,1,16,2,3,1
6888,1533,1,20,2,51,4,3,1
5963,848,2,17,1,8,6,1,4
9212,1840,2,18,1,30,6,3,4
12452,793,1,17,2,24,3,2,1
6876,656,1,18,1,48,4,3,2
12631,1070,2,19,2,58,3,1,3
7085,1362,1,20,2,67,2,1,1
11867,1391,1,17,1,25,2,2,4
13709,1958,2,18,2,9,6,4,2
11591,850,1,21,2,16,6,1,2
12735,794,2,19,2,12,4,1,2
5187,1292,1,21,1,53,6,4,3
11658,1634,2,17,2,73,4,3,1
12890,1526,1,21,1,83,5,1,3
8005,1216,2,21,2,55,3,2,2
7701,886,1,21,2,69,6,1,2
14212,1795,1,17,2,43,3,3,4
6795,1386,2,21,2,58,2,2,3
8325,1417,1,20,1,69,2,3,2
12990,2067,2,21,1,35,1,2,3
4610,1977,2,20,2,91,1,2,4
14047,897,2,18,2,60,3,4,3
14711,1524,2,21,2,15,4,1,2
4979,1535,2,19,1,14,6,1,4
5378,1472,1,21,1,82,4,3,4
10597,1712,2,18,2,45,4,4,4
11984,1074,1,20,2,90,2,2,2
7442,1004,1,19,1,91,4,4,2
5171,1184,1,19,2,96,2,2,3
7595,1936,1,17,1,44,2,1,2
9435,1454,2,18,1,11,5,2,4
4271,1605,1,18,2,43,3,4,2
13443,1822,1,17,1,70,5,3,1
4610,1261,2,18,2,7,1,1,3
13269,705,1,20,1,93,4,2,3
7881,1705,1,19,2,86,6,1,1
10086,766,1,18,2,44,1,3,3
8089,1319,2,19,1,27,1,1,2
11676,740,2,21,1,43,1,4,1
11130,906,2,18,1,1,6,1,4
5020,1758,1,17,2,42,2,3,4
14717,2053,2,18,2,59,1,4,1
6943,616,1,19,1,49,6,3,4
13145,1842,1,20,1,36,3,3,4
8758,1146,2,21,1,12,6,2,3
13555,1213,2,19,2,69,2,1,4
12074,1822,2,17,2,6,4,1,3
5395,1977,2,21,2,45,5,4,2
12040,1083,1,20,2,45,3,2,3
8197,1334,1,21,2,92,4,2,4
14954,1636,2,19,1,25,2,2,4
12569,1803,2,20,1,93,1,3,1
9075,1669,1,18,1,33,3,3,2
12745,831,2,19,1,88,5,4,1
8225,1629,2,18,1,22,5,3,1
12237,974,1,17,2,98,5,1,1
14084,1338,1,21,2,79,1,2,4
13562,1637,1,17,1,70,1,1,1
7490,1780,2,19,2,98,1,3,1
9672,1656,1,19,2,4,4,4,3
13405,1376,2,17,1,14,2,3,3
4775,1713,1,21,2,40,3,3,3
14313,2010,2,19,1,11,5,1,2
5439,1305,2,17,1,5,5,1,2
11870,2079,1,20,2,7,5,4,1
8265,871,2,20,1,38,2,2,2
13774,1803,1,17,1,2,4,3,2
10120,1729,2,21,2,52,6,2,4
5301,1945,1,20,2,22,4,1,1
6500,1103,1,18,2,42,4,4,1
12048,1408,1,17,1,57,3,4,3
5831,2018,1,17,1,70,5,1,3
6022,1533,1,19,1,93,5,4,3
7148,1170,1,18,1,79,2,1,1
13855,2076,2,21,1,88,6,1,2
13123,1533,2,17,2,50,2,1,2
7852,1868,1,21,1,41,4,1,2
6481,1347,2,19,1,7,5,1,4
14922,1608,2,21,1,72,1,4,1
13733,1784,1,21,1,32,3,3,4
4286,1650,2,20,2,54,4,4,1
11051,1139,2,21,1,72,5,3,2
6402,921,2,17,2,79,2,3,4
11366,805,1,18,1,77,4,4,3
7133,1054,1,20,2,42,1,1,4
9515,1761,1,19,1,52,6,4,1
6242,1719,1,18,2,55,1,4,1
12349,1132,2,20,2,43,4,2,1
10662,1342,2,19,2,90,6,3,4
7302,1585,2,20,1,97,1,1,4
12729,1094,2,18,1,17,5,4,2
14113,708,1,20,2,69,4,2,2
6429,737,1,17,2,7,5,4,1
14984,1645,1,19,2,44,3,1,3
6334,649,2,18,1,5,5,3,1
5384,1608,1,20,2,87,5,4,4
6959,1563,1,19,1,72,5,4,4
6069,952,2,21,1,76,1,3,4
5158,1554,1,21,1,30,4,4,3
5848,2027,1,18,2,58,1,2,2
11327,1885,2,18,2,60,2,1,2
7855,704,1,20,1,52,3,4,1
14776,1830,1,18,2,5,3,2,2
5895,860,1,20,1,67,1,4,2
13069,1366,2,19,1,84,3,2,4
9311,2021,2,20,2,97,6,3,2
9717,1864,1,20,1,98,3,2,1
12069,978,1,18,1,71,1,2,1
6568,1269,1,21,2,65,4,1,4
10293,1646,2,17,1,11,6,2,1
12474,1113,2,21,2,17,3,4,2
12139,828,2,17,1,11,5,3,2
14624,998,2,18,2,49,6,3,1
8040,633,2,18,1,85,3,4,1
5844,1081,2,19,2,20,6,1,1
6172,1317,2,19,2,62,1,3,1
9313,644,1,19,2,14,3,4,4
11757,1907,1,17,2,89,6,4,2
5145,1825,1,20,2,76,6,2,1
12907,798,2,19,1,41,4,3,3
13875,2029,2,21,1,92,4,2,1
10797,1176,1,18,2,7,3,2,3
11798,1728,1,21,1,71,1,4,4
4845,1791,2,20,2,10,3,2,1
9417,1432,2,19,1,3,2,1,1
6676,1694,2,17,1,9,4,2,1
8739,1074,2,20,1,9,5,1,1
4863,841,1,21,2,40,2,1,1
14409,1090,2,18,1,77,2,3,4
12029,1885,1,18,2,62,3,2,4
11316,929,2,19,2,9,2,4,3
9183,2053,1,18,1,62,1,4,3
6884,627,2,21,1,72,2,3,3
8877,717,1,20,1,33,5,3,3
7111,880,2,19,2,19,4,1,2
6495,1065,2,20,2,33,5,3,4
13688,1310,2,19,2,64,1,1,3
10589,677,2,17,2,67,3,3,2
5891,2033,2,18,2,60,2,4,3
12446,1339,2,21,1,79,5,1,4
12499,1546,2,18,2,82,4,1,4
14641,1047,1,21,2,15,1,2,1
7854,1769,1,18,1,37,1,2,3
7149,1336,2,19,2,75,6,2,1
10504,1103,2,21,1,60,3,1,3
10435,1153,2,17,1,7,1,1,3
13814,985,2,17,1,66,5,3,3
9218,1158,1,18,2,24,6,2,1
7664,2073,1,19,2,29,1,1,2
6063,1767,2,17,2,42,2,2,1
9228,1534,2,18,2,82,5,3,1
5595,1478,2,19,2,27,6,3,2
14612,1178,1,20,2,18,2,2,3
7530,1344,1,19,1,59,5,2,4
11755,864,2,17,2,68,3,4,3
13803,1116,1,20,2,29,2,4,2
12485,1303,2,20,2,15,4,1,1
12664,989,2,19,2,20,2,3,1
6785,1636,2,19,2,10,6,2,4
13122,902,1,20,2,90,2,3,2
4781,1045,1,17,2,12,3,2,4
5819,1635,2,19,1,88,5,2,2
14795,1742,1,18,2,87,5,2,1
6477,2076,1,19,2,80,1,4,1
6845,848,2,19,2,88,2,3,1
11752,1126,1,20,1,18,6,2,3
9333,1840,2,21,2,2,1,2,1
10985,707,2,20,2,28,5,1,2
4912,846,2,21,1,19,3,3,4
6772,1068,2,20,1,4,4,2,2
8827,721,2,20,2,45,5,1,4
13902,726,1,19,1,9,2,4,1
9136,2021,2,20,1,68,3,2,3
13241,1846,2,21,1,34,2,3,3
10840,1783,2,20,2,24,5,2,4
11977,1127,1,19,1,20,4,3,1
5119,1701,2,17,1,71,2,4,3
9703,965,2,20,1,93,5,1,1
14736,1463,2,21,1,68,3,3,3
11023,636,2,18,1,27,4,4,3
11503,1588,2,19,1,82,2,2,1
10765,622,1,21,1,20,1,4,3
9281,1873,1,21,2,6,1,2,3
7991,2038,1,19,1,83,5,3,4
10218,1936,1,18,1,35,6,4,3
9374,1627,2,20,2,11,5,2,1
7211,1881,2,20,1,26,5,3,1
12338,680,2,18,1,81,5,1,1
14552,818,1,20,2,29,1,1,3
14443,1247,1,17,1,8,1,3,3
5988,1354,2,18,1,34,6,3,2
13338,622,1,19,2,99,1,2,4
5886,877,2,19,1,89,3,4,1
4250,1324,2,17,1,73,4,1,3
11563,1947,2,21,2,60,5,2,4
7985,1641,1,21,2,33,5,1,4
7713,832,1,21,1,88,2,3,4
10097,1910,2,17,2,79,2,3,1
4029,849,2,17,2,53,3,1,2
13196,1526,1,21,2,67,5,2,3
10008,1597,2,17,1,15,1,1,3
6240,983,1,17,1,23,1,1,2
9784,616,2,17,2,51,5,3,2
12451,1507,1,21,1,70,6,2,2
7736,1705,2,21,1,62,3,4,3
10767,1971,2,20,2,45,5,3,3
6002,910,1,17,1,40,5,3,1
12474,1456,1,17,2,65,1,1,2
4841,1791,1,20,2,86,3,4,4
5336,1937,2,20,1,6,1,3,1
8459,2037,2,21,2,75,5,4,3
14109,2094,2,17,2,37,1,3,2
7202,1063,2,18,1,95,5,2,3
5781,1817,1,19,2,21,3,2,2
8702,618,2,18,1,70,2,1,3
6826,1750,2,19,1,22,6,1,2
12331,988,2,19,1,26,6,1,4
10826,839,1,20,2,73,3,4,1
5348,882,1,20,2,21,3,1,4
5194,1981,2,20,2,45,5,1,1
7158,1811,2,19,1,7,6,4,2
9327,1139,1,20,2,94,2,1,3
14072,680,2,18,2,37,1,1,4
7441,1036,2,19,2,35,3,3,3
13765,1992,2,18,1,20,4,1,1
9365,1148,1,17,1,64,6,3,2
6270,2079,2,19,1,48,6,2,2
12978,1580,2,18,1,48,4,4,3
6732,1505,1,17,2,52,1,2,3
14572,1136,1,20,2,40,5,3,1
6285,1994,2,19,2,42,4,3,2
7989,885,1,21,1,9,2,2,1
11110,1605,2,21,1,19,5,2,3
12318,1246,1,20,2,46,5,4,3
14004,1591,1,17,2,11,3,2,2
9073,1580,1,21,1,46,3,1,3
11213,1208,2,21,2,25,1,3,3
10622,1011,2,21,2,57,6,2,2
10555,1093,1,18,1,63,5,2,2
6092,1833,1,19,2,45,2,1,2
8839,1736,2,19,2,43,2,3,1
7156,1943,1,17,1,3,4,1,4
5877,1725,1,17,1,57,1,4,1
9574,977,1,17,2,25,5,2,4
9036,1851,2,18,1,100,1,3,2
10138,917,1,21,1,67,1,4,2
5980,621,1,20,2,65,4,1,2
10880,1905,1,20,1,71,5,4,1
9125,1918,1,17,1,95,1,2,1
7723,1873,1,20,2,31,6,1,3
12821,778,2,18,1,23,6,2,2
14744,1925,2,19,2,25,4,2,1
14052,936,1,19,2,71,2,3,4
14846,634,2,18,2,66,2,3,4
4469,1158,2,18,1,79,3,2,4
7856,1632,2,19,2,66,6,4,2
7849,1970,1,17,1,6,1,3,3
9727,2078,2,20,2,29,5,1,4
11230,644,1,20,1,82,2,3,2
6607,1105,1,18,1,26,3,2,3
8615,1374,1,19,1,75,1,4,2
13635,674,1,20,1,38,3,3,3
6036,1911,2,19,1,63,4,4,4
11446,1840,2,21,1,54,3,1,4
6828,1932,1,17,2,2,2,3,1
9368,1225,1,19,2,75,4,1,1
4477,1646,1,17,2,85,3,2,2
6182,1465,1,20,2,33,6,3,2
9118,1352,2,21,1,51,4,3,1
4183,1776,2,19,2,33,1,4,3
11033,936,1,17,2,65,3,3,3
8859,966,2,19,2,73,1,2,4
7320,1712,2,21,1,100,5,1,4
14035,1466,2,19,1,29,4,3,3
12871,1823,2,19,1,67,3,2,4
8956,785,1,19,1,90,6,1,3
11170,1697,1,20,2,47,3,3,3
9622,925,2,19,2,51,5,1,2
10648,1795,1,17,2,31,6,4,1
7720,1283,2,17,1,30,2,3,1
8188,1390,1,21,1,48,6,4,3
12817,1009,2,17,2,25,2,4,4
11657,688,1,18,2,14,2,3,4
13814,1394,2,19,2,72,3,4,1
7734,1274,2,19,1,83,6,3,3
6546,646,1,21,2,14,3,1,2
11454,1211,1,18,2,46,1,2,1
7108,1264,2,18,2,88,1,1,3
10237,1997,1,17,2,75,1,4,4
8237,1277,2,21,2,25,6,3,4
4206,1437,1,18,1,29,1,1,4
13891,1480,2,19,1,28,1,3,1
14710,1562,2,21,1,6,4,1,3
10063,731,2,17,1,61,1,4,2
13526,1749,1,19,1,36,3,1,1
6431,1213,1,20,2,17,5,2,4
10023,1817,2,21,2,26,6,2,4
11818,1972,2,19,2,43,3,1,1
9026,1716,1,17,2,65,5,2,1
5558,1451,1,20,1,20,1,2,2
9834,674,2,21,1,58,4,3,2
11947,1992,2,19,1,43,1,2,4
8658,1474,1,21,2,51,2,3,2
6159,1924,1,19,2,83,3,1,2
12449,1065,2,21,2,2,3,1,4
