wage,yearlywage,thirdyw,tuition,signup,scholarship30,scholarship50,scholarship70,afford1,afford2,reduction,grade,afford3,afford4
9084,907,531,30000,3000,21000,15000,9000,803,19,50,2,152,163
16289,427,558,30000,3000,21000,15000,9000,579,227,50,3,195,913
18805,881,535,30000,3000,21000,15000,9000,367,842,50,3,146,108
9185,68,684,30000,3000,21000,15000,9000,874,251,50,4,141,891
7861,701,865,30000,3000,21000,15000,9000,611,521,50,2,623,483
14802,199,429,30000,3000,21000,15000,9000,170,85,50,4,975,825
12868,35,200,30000,3000,21000,15000,9000,154,630,50,3,167,35
10256,662,505,30000,3000,21000,15000,9000,801,522,50,2,485,644
6369,806,231,30000,3000,21000,15000,9000,920,837,50,3,874,864
7630,565,266,30000,3000,21000,15000,9000,128,275,50,2,954,50
4400,864,236,30000,3000,21000,15000,9000,744,408,50,4,74,65
18485,856,769,30000,3000,21000,15000,9000,634,729,50,2,7,27
5115,800,231,30000,3000,21000,15000,9000,522,998,50,4,568,523
5032,708,140,30000,3000,21000,15000,9000,663,968,50,4,631,906
14282,905,741,30000,3000,21000,15000,9000,293,518,50,3,859,987
10284,947,482,30000,3000,21000,15000,9000,52,373,50,4,765,738
19029,937,435,30000,3000,21000,15000,9000,625,833,50,4,509,591
18024,18,970,30000,3000,21000,15000,9000,714,465,50,1,841,792
13924,137,7,30000,3000,21000,15000,9000,549,967,50,2,526,58
13531,401,636,30000,3000,21000,15000,9000,137,976,50,1,721,411
10500,222,973,30000,3000,21000,15000,9000,77,251,50,1,959,638
7915,2,783,30000,3000,21000,15000,9000,726,854,50,2,295,668
4800,499,48,30000,3000,21000,15000,9000,937,103,50,4,535,133
11035,311,812,30000,3000,21000,15000,9000,132,825,50,1,860,975
11089,30,117,30000,3000,21000,15000,9000,2,753,50,3,10,630
8061,15,569,30000,3000,21000,15000,9000,507,606,50,4,777,579
11345,271,401,30000,3000,21000,15000,9000,40,191,50,3,181,983
14941,123,268,30000,3000,21000,15000,9000,466,727,50,3,108,374
11231,753,951,30000,3000,21000,15000,9000,296,793,50,3,793,157
8430,687,269,30000,3000,21000,15000,9000,676,231,50,2,907,111
8730,843,303,30000,3000,21000,15000,9000,656,19,50,3,670,931
15891,137,489,30000,3000,21000,15000,9000,284,190,50,2,955,134
6864,580,553,30000,3000,21000,15000,9000,691,649,50,4,904,820
18810,804,619,30000,3000,21000,15000,9000,199,39,50,4,792,82
4785,404,549,30000,3000,21000,15000,9000,353,50,50,4,252,965
15933,663,462,30000,3000,21000,15000,9000,994,547,50,4,704,757
18856,19,561,30000,3000,21000,15000,9000,942,325,50,4,966,474
18161,285,683,30000,3000,21000,15000,9000,838,819,50,3,588,912
9756,906,834,30000,3000,21000,15000,9000,735,294,50,2,265,436
11038,263,119,30000,3000,21000,15000,9000,169,101,50,3,749,829
11693,299,637,30000,3000,21000,15000,9000,964,628,50,1,142,439
7519,792,344,30000,3000,21000,15000,9000,676,576,50,4,308,984
10932,702,352,30000,3000,21000,15000,9000,713,868,50,2,342,328
18122,856,675,30000,3000,21000,15000,9000,237,406,50,2,771,606
9432,883,713,30000,3000,21000,15000,9000,190,482,50,1,201,597
7053,702,133,30000,3000,21000,15000,9000,992,714,50,1,501,371
9823,115,545,30000,3000,21000,15000,9000,212,588,50,3,717,524
8636,467,507,30000,3000,21000,15000,9000,649,273,50,4,851,504
16213,739,891,30000,3000,21000,15000,9000,444,491,50,4,452,641
11829,363,83,30000,3000,21000,15000,9000,967,375,50,2,837,70
5393,26,48,30000,3000,21000,15000,9000,899,358,50,4,410,324
16882,65,572,30000,3000,21000,15000,9000,361,139,50,4,289,415
5246,428,369,30000,3000,21000,15000,9000,952,592,50,3,858,346
12263,454,820,30000,3000,21000,15000,9000,943,969,50,3,286,183
6169,776,396,30000,3000,21000,15000,9000,305,265,50,2,601,167
13538,661,732,30000,3000,21000,15000,9000,60,476,50,4,527,37
6275,159,645,30000,3000,21000,15000,9000,51,732,50,4,706,582
4813,438,524,30000,3000,21000,15000,9000,711,434,50,2,132,87
15193,318,935,30000,3000,21000,15000,9000,280,627,50,3,269,86
11661,551,786,30000,3000,21000,15000,9000,546,744,50,1,468,545
11026,160,919,30000,3000,21000,15000,9000,855,627,50,1,912,463
9359,605,194,30000,3000,21000,15000,9000,794,976,50,3,730,483
6373,316,538,30000,3000,21000,15000,9000,38,78,50,3,986,121
7288,370,511,30000,3000,21000,15000,9000,613,967,50,1,870,415
5514,598,4,30000,3000,21000,15000,9000,5,408,50,3,699,769
11268,902,735,30000,3000,21000,15000,9000,108,613,50,2,124,985
16159,664,947,30000,3000,21000,15000,9000,420,136,50,2,664,138
4771,69,952,30000,3000,21000,15000,9000,493,752,50,3,981,2
16488,767,644,30000,3000,21000,15000,9000,178,839,50,4,366,998
6295,115,218,30000,3000,21000,15000,9000,965,963,50,3,190,859
13176,448,923,30000,3000,21000,15000,9000,949,722,50,1,626,526
5240,891,398,30000,3000,21000,15000,9000,647,25,50,1,820,225
11882,86,879,30000,3000,21000,15000,9000,692,958,50,3,710,808
14015,619,338,30000,3000,21000,15000,9000,35,506,50,3,464,787
12641,207,413,30000,3000,21000,15000,9000,579,855,50,4,812,314
14731,714,975,30000,3000,21000,15000,9000,397,328,50,2,423,582
7019,759,90,30000,3000,21000,15000,9000,259,140,50,1,959,666
7634,421,296,30000,3000,21000,15000,9000,158,537,50,1,774,660
15378,421,380,30000,3000,21000,15000,9000,110,744,50,3,347,991
6071,171,547,30000,3000,21000,15000,9000,16,496,50,2,274,579
15069,570,979,30000,3000,21000,15000,9000,938,174,50,1,876,869
13754,559,359,30000,3000,21000,15000,9000,791,252,50,3,963,817
6464,753,261,30000,3000,21000,15000,9000,247,532,50,4,516,775
7619,504,171,30000,3000,21000,15000,9000,696,939,50,2,236,669
9284,18,794,30000,3000,21000,15000,9000,510,76,50,4,449,190
12284,583,9,30000,3000,21000,15000,9000,196,579,50,2,262,615
5685,300,815,30000,3000,21000,15000,9000,768,869,50,4,513,902
16928,772,237,30000,3000,21000,15000,9000,831,580,50,1,262,71
14924,368,718,30000,3000,21000,15000,9000,389,545,50,3,58,967
15695,276,59,30000,3000,21000,15000,9000,490,843,50,2,306,246
9350,443,954,30000,3000,21000,15000,9000,110,962,50,2,244,497
15317,3,907,30000,3000,21000,15000,9000,262,139,50,4,861,620
19885,732,108,30000,3000,21000,15000,9000,687,240,50,1,961,801
18305,535,947,30000,3000,21000,15000,9000,795,225,50,2,56,891
15327,212,59,30000,3000,21000,15000,9000,717,601,50,4,971,35
9635,609,503,30000,3000,21000,15000,9000,671,309,50,4,409,979
4714,523,928,30000,3000,21000,15000,9000,637,872,50,2,729,91
6123,641,103,30000,3000,21000,15000,9000,621,762,50,1,147,643
5182,825,985,30000,3000,21000,15000,9000,200,274,50,1,690,291
17421,783,659,30000,3000,21000,15000,9000,302,582,50,3,12,491
9477,451,978,30000,3000,21000,15000,9000,92,336,50,4,754,27
5733,463,346,30000,3000,21000,15000,9000,793,883,50,3,573,531
9789,582,337,30000,3000,21000,15000,9000,896,748,50,4,549,681
6811,673,9,30000,3000,21000,15000,9000,410,265,50,4,611,679
11753,940,286,30000,3000,21000,15000,9000,679,205,50,3,394,867
14105,803,227,30000,3000,21000,15000,9000,886,419,50,2,580,372
10072,619,969,30000,3000,21000,15000,9000,343,145,50,1,276,134
14964,972,611,30000,3000,21000,15000,9000,510,648,50,2,985,346
11235,636,94,30000,3000,21000,15000,9000,41,301,50,1,967,714
16847,962,853,30000,3000,21000,15000,9000,568,398,50,1,580,144
17391,734,608,30000,3000,21000,15000,9000,473,708,50,3,478,369
19650,266,770,30000,3000,21000,15000,9000,427,9,50,4,976,632
11522,769,736,30000,3000,21000,15000,9000,175,203,50,4,427,329
11481,316,195,30000,3000,21000,15000,9000,408,940,50,1,488,893
16369,632,80,30000,3000,21000,15000,9000,780,872,50,3,351,229
5757,266,722,30000,3000,21000,15000,9000,902,341,50,2,994,592
16124,661,385,30000,3000,21000,15000,9000,690,144,50,2,963,316
6121,406,614,30000,3000,21000,15000,9000,495,290,50,4,56,495
11740,308,226,30000,3000,21000,15000,9000,307,905,50,3,691,499
10550,599,990,30000,3000,21000,15000,9000,81,653,50,2,419,570
9198,454,165,30000,3000,21000,15000,9000,854,513,50,4,348,905
16111,827,557,30000,3000,21000,15000,9000,452,777,50,1,51,375
7549,548,617,30000,3000,21000,15000,9000,27,310,50,3,894,616
8734,335,270,30000,3000,21000,15000,9000,794,345,50,3,561,838
7942,532,547,30000,3000,21000,15000,9000,587,810,50,2,475,222
10340,704,342,30000,3000,21000,15000,9000,796,59,50,1,656,770
13792,79,928,30000,3000,21000,15000,9000,513,334,50,1,248,33
6696,691,38,30000,3000,21000,15000,9000,73,165,50,2,682,501
18235,369,373,30000,3000,21000,15000,9000,635,891,50,4,149,849
4655,573,420,30000,3000,21000,15000,9000,291,205,50,3,305,180
19188,395,840,30000,3000,21000,15000,9000,517,946,50,2,896,779
4988,396,781,30000,3000,21000,15000,9000,889,292,50,1,400,488
8643,499,691,30000,3000,21000,15000,9000,585,68,50,3,981,414
4083,912,989,30000,3000,21000,15000,9000,708,706,50,2,720,31
10793,435,581,30000,3000,21000,15000,9000,295,608,50,4,696,447
16005,71,126,30000,3000,21000,15000,9000,377,90,50,2,170,387
15355,489,810,30000,3000,21000,15000,9000,402,617,50,2,363,300
15037,220,118,30000,3000,21000,15000,9000,680,52,50,1,281,447
13289,555,75,30000,3000,21000,15000,9000,972,475,50,1,772,50
9607,810,941,30000,3000,21000,15000,9000,478,301,50,3,443,200
12697,225,708,30000,3000,21000,15000,9000,397,69,50,3,986,335
17641,993,335,30000,3000,21000,15000,9000,170,58,50,4,143,404
6248,177,647,30000,3000,21000,15000,9000,4,315,50,1,74,485
17292,766,146,30000,3000,21000,15000,9000,851,296,50,4,695,475
8981,734,249,30000,3000,21000,15000,9000,321,744,50,1,727,128
18202,202,928,30000,3000,21000,15000,9000,424,250,50,2,830,392
10155,523,872,30000,3000,21000,15000,9000,913,835,50,4,934,798
19746,824,284,30000,3000,21000,15000,9000,545,306,50,3,434,629
15240,112,91,30000,3000,21000,15000,9000,357,631,50,2,753,458
5125,721,973,30000,3000,21000,15000,9000,482,482,50,1,879,257
6206,307,821,30000,3000,21000,15000,9000,732,256,50,1,164,807
16955,813,432,30000,3000,21000,15000,9000,730,733,50,3,474,554
16638,520,100,30000,3000,21000,15000,9000,281,366,50,3,960,886
13524,766,657,30000,3000,21000,15000,9000,877,502,50,4,541,233
15290,350,370,30000,3000,21000,15000,9000,196,855,50,1,165,802
8086,7,529,30000,3000,21000,15000,9000,778,626,50,1,191,440
4249,758,927,30000,3000,21000,15000,9000,356,44,50,1,329,30
16436,642,502,30000,3000,21000,15000,9000,597,999,50,1,944,728
7400,390,751,30000,3000,21000,15000,9000,165,193,50,4,800,741
10425,538,35,30000,3000,21000,15000,9000,310,620,50,1,354,737
19309,710,689,30000,3000,21000,15000,9000,868,473,50,1,646,950
8514,347,325,30000,3000,21000,15000,9000,308,920,50,2,66,707
11861,444,802,30000,3000,21000,15000,9000,303,161,50,1,936,900
14901,365,539,30000,3000,21000,15000,9000,466,878,50,3,746,694
17845,730,469,30000,3000,21000,15000,9000,208,394,50,4,807,10
11734,57,288,30000,3000,21000,15000,9000,267,654,50,1,103,166
16007,546,282,30000,3000,21000,15000,9000,290,521,50,4,318,337
9255,842,661,30000,3000,21000,15000,9000,42,234,50,2,641,544
9610,533,517,30000,3000,21000,15000,9000,757,107,50,4,531,965
5780,868,295,30000,3000,21000,15000,9000,764,181,50,3,973,220
12479,645,376,30000,3000,21000,15000,9000,298,478,50,3,745,337
4464,850,719,30000,3000,21000,15000,9000,766,150,50,1,565,874
12289,490,124,30000,3000,21000,15000,9000,181,671,50,4,784,401
11750,284,448,30000,3000,21000,15000,9000,933,476,50,3,986,663
15499,605,797,30000,3000,21000,15000,9000,452,420,50,4,546,879
17980,693,673,30000,3000,21000,15000,9000,783,116,50,2,137,175
7992,321,527,30000,3000,21000,15000,9000,926,862,50,2,722,111
11867,378,269,30000,3000,21000,15000,9000,115,729,50,3,830,319
6138,213,487,30000,3000,21000,15000,9000,801,736,50,3,247,538
11589,643,176,30000,3000,21000,15000,9000,926,831,50,4,277,717
6321,302,63,30000,3000,21000,15000,9000,578,441,50,3,97,814
8884,926,699,30000,3000,21000,15000,9000,939,200,50,4,461,730
4793,538,583,30000,3000,21000,15000,9000,348,392,50,2,279,466
12841,418,641,30000,3000,21000,15000,9000,973,305,50,4,639,751
8676,503,334,30000,3000,21000,15000,9000,639,947,50,1,718,73
8544,643,88,30000,3000,21000,15000,9000,999,856,50,1,361,534
9839,856,328,30000,3000,21000,15000,9000,291,662,50,3,514,60
10166,546,109,30000,3000,21000,15000,9000,544,595,50,2,813,933
5607,7,181,30000,3000,21000,15000,9000,294,117,50,2,397,194
11139,302,587,30000,3000,21000,15000,9000,538,456,50,2,928,373
9975,627,553,30000,3000,21000,15000,9000,376,890,50,4,863,113
16409,296,532,30000,3000,21000,15000,9000,358,677,50,3,323,199
15092,582,253,30000,3000,21000,15000,9000,92,712,50,2,603,471
17813,88,538,30000,3000,21000,15000,9000,190,132,50,2,132,672
15765,350,626,30000,3000,21000,15000,9000,137,289,50,4,266,964
5021,978,417,30000,3000,21000,15000,9000,306,750,50,1,184,868
13543,806,977,30000,3000,21000,15000,9000,551,110,50,1,968,953
17361,879,99,30000,3000,21000,15000,9000,291,586,50,4,737,796
15273,185,538,30000,3000,21000,15000,9000,826,640,50,3,532,671
5592,6,238,30000,3000,21000,15000,9000,596,841,50,3,700,7
8980,245,814,30000,3000,21000,15000,9000,387,455,50,2,33,978
15835,887,124,30000,3000,21000,15000,9000,426,416,50,1,966,252
4993,320,650,30000,3000,21000,15000,9000,895,209,50,4,348,782
14764,307,959,30000,3000,21000,15000,9000,73,56,50,2,937,611
6586,576,917,30000,3000,21000,15000,9000,618,396,50,3,758,516
11118,713,843,30000,3000,21000,15000,9000,350,760,50,1,335,343
11573,36,524,30000,3000,21000,15000,9000,977,157,50,3,514,647
11101,553,614,30000,3000,21000,15000,9000,626,927,50,2,218,693
10260,743,335,30000,3000,21000,15000,9000,937,418,50,3,417,341
13420,394,30,30000,3000,21000,15000,9000,804,333,50,1,305,931
6218,806,142,30000,3000,21000,15000,9000,993,382,50,4,324,84
16974,323,176,30000,3000,21000,15000,9000,871,302,50,1,258,577
14021,577,340,30000,3000,21000,15000,9000,322,515,50,4,778,231
14234,201,762,30000,3000,21000,15000,9000,121,604,50,4,902,435
8287,377,654,30000,3000,21000,15000,9000,989,281,50,4,962,340
8269,247,978,30000,3000,21000,15000,9000,525,164,50,4,432,51
8595,734,144,30000,3000,21000,15000,9000,482,59,50,2,433,826
19094,273,614,30000,3000,21000,15000,9000,775,783,50,2,487,846
8216,667,687,30000,3000,21000,15000,9000,813,923,50,4,441,408
7886,394,403,30000,3000,21000,15000,9000,446,677,50,2,577,755
18094,749,138,30000,3000,21000,15000,9000,371,924,50,1,209,523
10459,593,789,30000,3000,21000,15000,9000,255,522,50,2,851,125
9847,135,244,30000,3000,21000,15000,9000,779,64,50,3,296,185
11784,958,491,30000,3000,21000,15000,9000,362,381,50,3,725,872
18381,933,175,30000,3000,21000,15000,9000,751,117,50,4,483,746
8089,848,837,30000,3000,21000,15000,9000,93,973,50,1,240,510
8193,596,98,30000,3000,21000,15000,9000,170,721,50,1,466,962
17057,609,30,30000,3000,21000,15000,9000,759,250,50,3,577,784
13499,460,863,30000,3000,21000,15000,9000,944,557,50,2,191,482
7362,972,182,30000,3000,21000,15000,9000,514,324,50,2,710,867
9809,709,500,30000,3000,21000,15000,9000,77,482,50,1,227,809
11232,558,320,30000,3000,21000,15000,9000,425,237,50,4,859,304
11827,183,918,30000,3000,21000,15000,9000,140,603,50,3,807,825
5416,111,661,30000,3000,21000,15000,9000,197,305,50,1,562,550
7225,103,975,30000,3000,21000,15000,9000,418,759,50,3,306,477
13746,617,951,30000,3000,21000,15000,9000,706,328,50,2,233,657
8148,972,835,30000,3000,21000,15000,9000,476,643,50,2,314,251
19932,877,791,30000,3000,21000,15000,9000,32,316,50,1,22,488
11228,891,375,30000,3000,21000,15000,9000,857,906,50,4,123,38
14883,732,30,30000,3000,21000,15000,9000,309,957,50,2,74,81
7288,330,241,30000,3000,21000,15000,9000,130,365,50,2,838,721
17265,913,454,30000,3000,21000,15000,9000,373,471,50,3,283,287
5469,344,445,30000,3000,21000,15000,9000,757,566,50,2,56,86
13261,96,656,30000,3000,21000,15000,9000,333,410,50,2,329,39
14841,632,69,30000,3000,21000,15000,9000,129,636,50,2,854,167
19142,477,133,30000,3000,21000,15000,9000,225,831,50,3,584,382
17452,482,249,30000,3000,21000,15000,9000,96,749,50,4,701,866
4160,827,554,30000,3000,21000,15000,9000,306,345,50,4,869,569
12690,968,559,30000,3000,21000,15000,9000,864,666,50,1,710,938
14058,762,298,30000,3000,21000,15000,9000,206,980,50,3,711,239
18938,565,940,30000,3000,21000,15000,9000,872,175,50,3,537,954
7710,183,613,30000,3000,21000,15000,9000,284,96,50,2,473,389
7572,213,508,30000,3000,21000,15000,9000,548,642,50,2,570,695
11996,72,386,30000,3000,21000,15000,9000,173,743,50,2,380,246
18958,813,416,30000,3000,21000,15000,9000,977,386,50,2,613,33
8066,321,262,30000,3000,21000,15000,9000,163,71,50,4,13,213
5953,828,680,30000,3000,21000,15000,9000,906,85,50,2,636,705
17923,711,354,30000,3000,21000,15000,9000,74,495,50,2,547,174
4670,851,635,30000,3000,21000,15000,9000,898,570,50,4,575,134
5686,413,445,30000,3000,21000,15000,9000,125,510,50,4,702,472
6194,786,524,30000,3000,21000,15000,9000,732,132,50,1,579,773
15738,86,589,30000,3000,21000,15000,9000,369,541,50,3,516,164
7367,296,861,30000,3000,21000,15000,9000,324,573,50,2,770,424
7402,560,521,30000,3000,21000,15000,9000,420,222,50,1,709,451
9153,876,124,30000,3000,21000,15000,9000,544,641,50,4,753,491
13461,521,149,30000,3000,21000,15000,9000,640,467,50,3,613,923
7475,102,618,30000,3000,21000,15000,9000,624,572,50,4,321,593
5122,915,255,30000,3000,21000,15000,9000,701,718,50,3,784,309
11994,618,624,30000,3000,21000,15000,9000,803,339,50,3,362,281
10367,533,454,30000,3000,21000,15000,9000,934,437,50,4,541,998
4349,771,796,30000,3000,21000,15000,9000,12,14,50,1,799,429
4413,451,96,30000,3000,21000,15000,9000,965,806,50,3,143,353
18904,356,608,30000,3000,21000,15000,9000,318,477,50,3,939,374
11425,29,595,30000,3000,21000,15000,9000,968,439,50,4,474,827
17607,416,860,30000,3000,21000,15000,9000,145,479,50,3,801,575
17808,73,871,30000,3000,21000,15000,9000,812,408,50,2,835,199
10185,417,172,30000,3000,21000,15000,9000,25,556,50,3,465,409
10812,470,312,30000,3000,21000,15000,9000,44,93,50,4,254,584
6573,92,353,30000,3000,21000,15000,9000,895,899,50,4,525,881
12235,891,921,30000,3000,21000,15000,9000,831,176,50,4,804,211
11402,11,138,30000,3000,21000,15000,9000,767,812,50,4,59,578
15780,740,897,30000,3000,21000,15000,9000,257,432,50,4,241,452
11626,338,22,30000,3000,21000,15000,9000,320,744,50,2,591,53
12140,537,603,30000,3000,21000,15000,9000,412,493,50,3,301,563
11177,779,620,30000,3000,21000,15000,9000,429,237,50,4,384,231
6267,915,108,30000,3000,21000,15000,9000,736,24,50,3,366,674
14480,201,568,30000,3000,21000,15000,9000,309,425,50,3,865,306
15220,1,59,30000,3000,21000,15000,9000,474,579,50,3,784,950
13177,873,601,30000,3000,21000,15000,9000,36,314,50,3,154,919
10605,86,839,30000,3000,21000,15000,9000,144,184,50,4,460,693
13411,925,659,30000,3000,21000,15000,9000,663,273,50,3,493,69
4536,459,503,30000,3000,21000,15000,9000,586,324,50,1,953,588
14767,987,473,30000,3000,21000,15000,9000,132,229,50,4,520,338
9909,470,993,30000,3000,21000,15000,9000,585,27,50,3,763,670
17390,857,140,30000,3000,21000,15000,9000,508,916,50,4,766,821
8196,479,426,30000,3000,21000,15000,9000,759,274,50,1,44,383
7874,964,71,30000,3000,21000,15000,9000,137,712,50,4,84,137
5255,184,980,30000,3000,21000,15000,9000,593,343,50,1,282,771
9110,995,607,30000,3000,21000,15000,9000,78,220,50,2,502,508
8167,597,189,30000,3000,21000,15000,9000,574,953,50,1,357,358
4008,380,64,30000,3000,21000,15000,9000,182,447,50,2,895,411
11922,196,125,30000,3000,21000,15000,9000,199,542,50,3,471,549
10248,516,401,30000,3000,21000,15000,9000,138,243,50,4,656,858
10969,322,196,30000,3000,21000,15000,9000,597,788,50,3,8,639
18139,319,878,30000,3000,21000,15000,9000,489,674,50,1,41,705
16098,579,672,30000,3000,21000,15000,9000,700,282,50,1,679,870
