wage,costliving,gender,age,branch,userexperience
11111,1854,2,21,1,1
7852,1676,2,19,2,79
12183,1821,2,19,2,67
7483,663,1,20,1,3
4374,1609,2,20,1,74
8913,1801,2,20,1,46
7197,1062,1,21,1,73
9014,2090,1,17,1,94
14941,737,2,21,1,90
10427,929,1,19,2,45
4822,2022,2,21,2,41
11737,799,2,21,2,77
5494,1118,2,17,1,58
3863,715,2,19,2,63
3900,1580,1,17,1,33
13994,1119,1,17,2,1
14364,1046,2,18,1,98
3664,1563,2,18,2,5
10944,774,1,19,1,13
9803,1978,1,19,1,86
11804,2029,2,18,2,85
10623,1418,1,21,2,1
4235,1863,1,17,2,73
7121,1141,2,21,1,99
11989,1679,1,20,1,69
8585,2069,1,19,2,24
5635,1922,2,18,1,97
4855,1817,1,18,2,90
8469,1078,1,20,2,4
4835,2056,2,17,1,2
8314,1842,2,20,1,21
5511,993,1,18,1,16
4997,1544,1,17,1,90
9599,1137,1,19,2,69
10296,1539,2,18,2,59
14186,1227,2,20,2,15
5130,1364,2,19,1,32
3744,1339,2,21,2,75
3925,1565,2,18,2,51
6577,792,2,19,1,80
7627,1611,1,20,1,73
13819,1534,1,19,1,35
10197,2052,2,18,1,84
12328,1493,2,18,1,57
3520,1305,1,17,1,1
7711,1209,1,20,2,21
10000,847,2,21,1,73
7273,1399,1,18,2,79
10010,988,2,19,1,61
12632,1132,2,21,2,28
8046,1337,2,17,2,38
7059,1294,2,17,2,32
9092,2084,1,19,1,60
5097,1740,2,19,2,31
5011,1799,1,21,2,5
5456,678,2,18,1,77
5707,1230,2,21,1,47
5356,787,2,20,1,21
5330,1201,1,17,1,6
7646,708,2,21,2,40
7012,2016,1,19,2,59
9223,1227,1,21,2,2
14871,1105,1,19,2,10
8366,811,1,21,2,82
11402,1522,2,19,2,23
5795,2072,1,21,1,96
13591,904,2,18,2,73
6337,1331,2,19,1,40
3971,1231,1,17,2,88
4966,1735,1,19,2,3
9195,1880,2,17,2,10
4608,1935,1,18,2,47
8469,987,1,17,2,2
14601,700,2,19,2,10
14124,1371,1,21,2,30
6338,2084,2,21,2,1
14357,1487,2,19,1,5
7683,802,1,20,2,74
3122,1869,1,21,1,15
12930,893,1,20,2,37
12725,782,1,18,1,60
11562,1598,2,20,1,83
5254,642,2,19,2,88
9276,659,2,21,2,94
6512,739,1,19,2,17
13280,1279,1,18,1,23
10693,684,1,17,2,40
13267,1309,1,17,1,39
10503,1069,2,17,2,25
14449,1467,2,20,1,53
14875,1860,1,18,2,28
5589,1693,2,19,2,61
7040,1119,2,21,1,68
13726,732,1,21,1,47
12293,1196,2,17,2,97
4370,902,1,21,2,97
9589,692,1,20,1,95
7420,1686,2,19,2,26
3231,1901,2,19,2,62
5641,1073,1,18,1,54
11080,1403,2,20,2,41
9089,1436,1,21,1,21
3642,1537,1,19,2,41
11823,668,2,20,1,92
8796,1363,2,17,2,98
6960,1273,1,18,2,26
8890,1574,2,19,2,67
12923,1264,2,20,2,64
13095,1970,2,17,1,41
9847,617,1,19,1,10
13609,1435,1,21,1,41
11412,1325,1,19,1,9
14355,694,2,20,1,81
10875,2049,2,18,2,47
10176,1385,1,20,2,34
10217,947,2,19,1,20
9396,1859,2,18,2,29
12841,1906,2,21,2,44
6226,1076,2,17,2,54
14706,1702,1,17,1,75
12256,2100,1,20,1,96
9845,746,2,17,2,81
4204,678,1,20,1,77
8302,1531,2,18,2,44
10858,1781,1,19,1,3
6698,715,1,20,1,77
7404,1016,1,18,1,49
13164,1841,1,19,2,99
12585,1128,1,20,1,69
6919,1821,1,21,2,29
7712,1069,1,18,2,27
4226,1131,2,17,2,11
6735,933,2,20,1,76
12413,1785,2,21,1,38
6947,1596,1,21,2,71
3111,815,1,20,2,46
4997,1049,2,17,1,30
4481,680,2,20,1,44
10368,1213,2,21,2,51
10588,1007,2,20,2,4
11048,945,1,18,1,16
9936,945,2,17,2,65
6270,1788,1,21,1,16
10187,2008,2,17,1,12
3906,1346,1,17,1,99
5852,1014,1,18,1,39
6079,1460,2,20,1,8
13517,1813,2,20,2,96
12814,819,2,18,2,39
3786,1985,2,21,1,82
13399,2007,2,21,1,17
3855,1976,1,18,1,78
12759,1942,2,21,2,85
8801,1312,1,19,1,19
12841,1080,1,18,2,9
6927,1992,1,20,2,34
8412,784,2,19,1,94
13659,780,2,21,1,74
12499,1895,2,19,2,84
10949,2053,1,17,2,48
4621,1547,2,20,2,3
3657,1593,2,21,2,87
8634,1887,1,20,2,10
5610,1089,1,18,2,71
13008,1837,1,21,2,38
12939,1980,1,18,1,15
6751,1258,1,19,2,55
5525,638,2,17,1,14
7942,1858,2,18,2,85
3159,1002,2,20,1,56
14412,2011,1,17,1,49
3370,1404,2,18,1,17
7966,1277,2,19,2,88
3802,908,2,21,1,27
6325,648,2,21,2,81
6822,2018,1,19,2,47
13618,1688,1,17,2,97
7422,1069,1,19,2,51
3130,1042,1,21,2,21
3645,920,1,19,2,88
6294,960,1,21,1,64
12948,1260,2,17,1,59
14968,1853,1,18,2,76
6980,725,1,20,2,42
13847,1729,2,18,2,29
9269,842,1,21,2,89
14622,1454,1,19,2,65
7050,1109,1,18,1,84
4041,1085,2,17,2,22
11950,823,1,18,2,23
13819,1806,2,17,2,92
3012,734,1,18,2,37
8076,1888,2,17,1,85
10451,1583,1,17,1,56
8162,2065,2,21,2,18
3376,1401,1,18,1,47
3918,2047,2,21,2,49
10555,1838,2,17,2,61
11765,1881,1,20,2,57
13282,947,1,19,2,78
13033,2079,1,20,1,47
4020,903,1,17,2,33
12215,1316,2,19,1,94
10986,1372,2,17,2,76
10195,1591,2,17,2,60
10250,1408,2,21,2,62
13373,867,2,19,2,94
5524,2040,2,18,1,9
11781,953,1,21,2,64
10452,1283,2,20,2,97
9146,1405,1,17,1,32
9369,829,1,18,1,42
11284,1987,2,19,1,76
5306,1960,2,17,1,38
8977,2030,1,20,1,96
8181,1015,1,19,2,21
5230,1637,2,20,2,41
9430,1009,1,18,1,85
8338,1767,2,20,1,79
10692,607,1,21,1,87
12071,1288,2,18,1,71
9406,1284,1,21,2,19
10522,1867,1,17,1,79
13635,1173,1,17,2,43
7302,916,1,17,2,43
10826,2006,1,20,2,12
3909,1526,2,18,1,66
8550,760,1,18,2,95
5009,1358,1,17,2,67
8049,956,1,21,1,95
11503,1235,2,21,2,10
12980,880,2,19,1,14
6789,794,2,20,1,88
4017,1374,1,17,2,52
7796,1876,2,18,2,35
11622,675,1,17,2,45
4846,1435,1,20,2,56
10822,1046,1,17,2,45
13002,1503,1,20,2,53
14615,1172,2,19,2,28
7299,1886,2,21,1,10
8052,1215,1,21,1,42
3630,2031,2,17,2,88
13568,1816,1,21,1,67
12635,1652,2,19,1,66
11626,955,1,18,1,47
6162,1023,1,17,2,44
6340,1495,2,18,2,100
5092,2025,1,17,2,53
5129,930,2,18,2,62
9841,605,1,21,2,52
8428,840,2,18,1,1
3188,1299,2,17,2,60
14770,1603,2,21,1,84
13139,602,1,21,1,64
12828,1903,1,21,2,47
5648,1730,1,20,1,67
3091,652,2,18,1,76
8087,1658,1,20,2,4
8938,1598,1,21,2,88
4753,951,2,21,2,29
6477,1218,2,21,2,6
4623,1986,1,17,1,92
6460,1401,1,21,1,46
6823,1531,1,21,1,82
5416,914,1,19,2,39
14913,783,1,19,1,96
4106,1780,1,17,2,94
3611,989,2,19,2,17
3413,1691,1,21,2,3
14105,1914,1,21,1,18
9855,1541,1,18,1,55
13795,2097,1,18,2,98
9044,1224,1,19,2,100
3819,730,1,19,2,34
3190,1119,1,19,1,28
9094,1739,2,17,2,13
12927,1508,2,17,1,7
3502,1606,1,19,1,22
8264,1674,1,21,2,37
14256,1584,2,20,2,47
9677,1300,2,18,2,46
3415,2042,1,19,2,89
14230,1750,1,19,1,10
12873,1139,2,17,2,4
11294,1633,1,21,1,4
12519,1106,2,18,1,40
11235,797,1,19,1,67
13636,1973,1,18,1,36
13815,1373,2,17,2,48
8916,688,1,17,2,58
3208,847,2,17,2,85
12626,1154,2,18,2,69
13926,1206,2,19,1,90
5895,1596,1,21,2,70
4925,1976,1,21,1,60
12513,2059,1,18,2,9
13228,1840,2,20,2,76
14348,1517,2,19,1,27
7585,1834,2,17,2,54
13812,975,2,20,1,46
13052,1357,1,20,1,81
7223,1894,1,17,1,79
9899,1784,1,20,1,48
7728,1344,1,19,2,18
7694,2052,1,19,1,72
3651,2016,1,19,1,11
7812,1871,1,20,1,11
6571,770,1,20,2,81
9545,790,1,21,2,3
13930,992,1,19,2,25
5611,1181,1,18,1,10
9050,1476,1,21,1,93
5028,1707,2,21,2,91
9886,2049,2,17,2,42
10808,1856,1,19,1,19
11824,781,2,20,2,51
9990,1475,2,19,2,34
14090,1942,2,21,1,91
13955,1096,1,20,2,97
13914,2034,2,21,2,38
3663,1543,1,20,1,51
7299,1941,1,19,2,17
13958,870,2,18,1,60
13041,959,2,21,2,59
11062,1356,1,17,2,70
12507,1367,2,20,1,4
3761,1204,1,19,2,30
4882,754,2,21,2,74
9258,1523,2,17,2,54
12607,956,2,19,1,9
10965,1406,2,19,2,82
10430,1526,1,19,2,89
3098,1582,2,21,1,3
3509,731,1,17,1,14
3564,728,2,19,1,42
13443,1141,1,21,2,72
10992,1468,1,19,2,56
14875,1282,1,18,1,88
13000,1721,1,19,1,81
10924,1907,2,17,1,83
7602,1837,1,17,2,7
4123,1853,1,18,1,44
9614,1826,2,18,2,7
6044,2018,1,20,1,62
11136,1393,1,18,1,39
8875,1068,1,21,2,41
5341,972,2,20,1,77
9037,963,1,19,2,53
14197,1682,1,20,1,44
10924,1329,1,18,2,9
11033,1046,2,17,1,3
12729,1303,2,21,1,17
4992,1907,1,19,2,20
11891,1527,1,17,2,19
7408,1290,2,20,2,28
8464,1327,2,18,1,44
7187,1624,2,18,2,74
12146,1431,2,19,1,99
8918,1718,1,20,2,20
10246,1590,1,18,2,76
6236,1726,1,20,2,94
8296,1523,2,17,1,4
5561,1732,2,19,1,59
4089,849,1,19,2,92
9241,2030,2,21,2,94
9926,1831,2,18,1,24
9870,1647,1,21,1,65
3729,998,2,19,2,34
5230,808,2,17,2,74
8060,2003,1,19,2,79
3417,1682,2,17,1,52
7536,1785,2,19,1,76
4998,1816,1,20,1,45
9088,1646,1,21,1,85
8490,1295,1,21,2,49
10717,2024,2,18,2,31
9117,1427,2,18,1,58
3765,1466,2,18,1,40
5744,779,2,18,1,57
8607,1866,2,20,2,95
6887,1825,2,17,2,41
13957,1152,2,18,2,66
3589,1785,2,20,1,52
13025,1234,1,20,1,68
12486,1673,1,19,1,63
4506,2086,2,20,2,97
5756,1333,2,19,2,78
14706,1858,1,20,2,63
6900,1498,1,17,1,80
11553,2020,2,19,2,45
10346,1453,1,20,2,95
12880,1643,2,18,2,47
12267,744,1,21,2,13
3249,815,2,19,1,76
4391,1815,1,19,2,42
3873,1680,2,21,2,58
14935,1431,2,18,1,30
11061,942,1,18,2,48
14884,901,1,19,1,94
9424,1747,1,21,1,55
13945,1488,1,18,1,33
7869,1020,1,21,2,16
5627,1962,2,17,2,71
4055,1183,1,21,1,16
5237,1094,1,21,2,7
11827,1270,2,19,1,22
11989,2029,2,19,1,22
7707,994,2,20,1,4
10229,1058,1,19,2,92
9402,1281,1,17,2,60
12153,1257,2,20,2,20
14441,1279,2,18,1,5
9682,1953,1,20,2,29
9096,1110,1,21,2,91
3359,2087,1,19,1,44
9669,1748,2,19,1,60
8168,1766,2,20,1,5
8058,1360,1,19,1,89
8820,1413,2,19,2,15
6416,1334,2,17,1,28
4261,2061,2,21,2,61
9027,728,1,18,2,87
4021,1878,2,18,1,29
14707,1521,1,18,2,56
7663,1547,2,18,1,69
3243,1378,1,20,2,89
9697,1977,2,18,2,67
10380,2094,1,19,2,92
6536,1107,2,19,2,84
4268,1748,1,17,1,85
13416,871,2,18,1,1
7485,1484,1,21,1,92
7594,1741,1,21,1,16
4482,1432,1,17,1,62
5351,1721,1,17,1,23
13745,1485,1,21,1,5
9018,1198,2,20,1,57
7986,2006,1,21,2,86
5479,654,1,20,2,58
11595,1279,1,19,2,8
3991,1182,2,21,1,68
9480,1553,2,17,2,7
9896,1452,2,21,1,97
14155,1459,2,18,2,41
4260,961,2,21,1,32
9240,802,2,20,2,85
10410,942,2,18,2,28
4844,840,1,19,1,25
14603,1302,2,20,1,65
14037,1413,2,20,2,19
9349,1929,1,17,2,76
14802,2022,1,19,2,23
12467,1651,1,18,2,84
3877,1919,1,18,2,38
5512,2098,1,20,2,24
5020,744,2,20,1,97
8848,1934,1,17,2,38
5260,766,1,17,1,80
5110,1296,1,17,2,73
9241,1261,1,20,2,50
9724,1312,1,17,2,37
4250,2001,2,18,1,77
11328,2001,2,20,2,99
10584,1168,1,17,2,26
9203,1906,2,17,2,9
5598,1018,2,21,2,22
3348,1407,2,18,2,24
11802,1429,2,18,2,100
11797,1011,1,17,1,17
10859,1607,1,21,2,24
4826,1266,2,20,2,97
9320,1607,1,21,2,8
8579,1381,2,21,2,100
5108,1988,2,20,1,66
5062,846,1,21,1,99
9833,1784,2,21,1,34
13391,1139,1,17,2,85
5763,1760,2,21,1,18
13506,1063,2,20,2,30
9131,1206,1,17,2,47
14304,1873,1,18,1,72
8637,827,1,17,2,11
12471,677,2,18,2,44
14008,1188,2,20,1,25
10541,1388,2,20,1,91
14755,959,1,20,1,64
4525,698,1,21,1,65
7398,1345,1,19,1,70
3110,869,2,18,1,83
11889,1948,1,20,2,58
14825,834,2,19,2,12
14024,846,2,19,1,8
9916,1948,1,20,2,69
9496,788,2,19,2,88
8303,1376,1,21,1,96
13538,735,2,18,1,55
9802,852,1,20,2,22
13079,1327,1,18,1,97
7524,945,2,20,2,34
11876,798,1,18,2,6
9300,689,1,18,2,30
3955,862,2,21,1,84
8351,1239,1,19,1,56
9130,1498,1,19,1,19
11728,1384,2,18,2,80
8171,1786,1,18,2,71
7912,1232,2,21,1,77
11791,1634,2,21,2,24
10205,1234,1,18,1,1
7569,1330,2,19,1,49
12890,1109,2,17,2,66
12965,1322,1,20,2,5
12432,1841,2,17,2,68
14236,1758,2,19,1,9
8634,1108,2,20,2,68
3524,1295,2,18,2,9
12900,1650,2,21,2,11
10715,1891,2,19,1,49
11269,1148,2,17,1,53
4991,601,1,19,1,75
8225,973,2,20,2,14
8396,1448,2,18,2,53
8663,678,2,17,1,95
8354,1840,2,18,1,87
9118,1903,2,17,1,77
8282,1630,2,20,2,24
7910,1540,1,19,1,55
8562,899,1,20,2,21
14966,1318,1,20,1,41
14433,1947,1,18,1,76
4122,1389,2,18,1,99
5001,711,2,19,2,80
14182,1664,2,20,2,47
4221,2025,2,19,2,42
5538,1807,2,17,1,71
6155,790,2,18,2,40
5700,1874,1,17,1,50
4795,627,1,21,2,9
9271,1788,1,19,1,54
7804,858,1,20,2,38
4627,859,1,18,1,52
9908,829,1,21,1,79
9584,1118,2,20,1,76
3755,1685,2,19,2,90
4399,1139,2,19,1,84
11181,1096,2,19,1,30
13925,1987,2,19,2,51
3331,1189,1,21,1,8
6121,1446,2,21,1,35
5420,1368,1,20,2,71
4802,825,1,20,1,54
4780,1401,2,20,2,93
11620,847,1,19,2,2
13165,745,2,20,2,3
13177,1207,2,21,1,52
8238,1187,1,20,1,11
12919,1485,1,20,1,59
11423,1459,2,21,2,30
6807,1824,1,19,2,92
3920,1919,2,18,1,54
5163,1344,1,18,1,8
14459,1565,2,19,2,84
3332,823,2,19,1,11
14492,1339,1,18,1,83
3181,1078,2,18,2,40
12530,1005,2,17,1,80
7443,1743,1,20,2,42
14838,1763,2,17,1,77
12268,649,2,20,1,59
5766,1801,2,18,2,89
8571,1376,1,21,1,88
13858,1992,1,17,1,16
9169,1306,2,21,1,51
13711,853,2,19,2,13
6667,1927,2,18,1,39
13681,865,2,20,1,100
5654,754,1,19,2,79
4758,1061,1,17,1,56
10453,726,1,19,2,67
12643,1480,2,21,2,81
10341,966,2,17,1,3
4925,1527,2,20,1,54
14766,1747,1,19,1,33
10276,1040,1,17,2,10
11030,1575,2,17,1,48
5517,1375,1,21,2,56
7695,707,2,21,2,42
7344,624,1,19,2,7
12214,2022,1,17,1,53
14644,1011,2,20,1,10
11320,1822,1,17,2,96
4810,1377,1,20,1,66
3266,1803,1,20,2,29
14584,1526,2,18,2,52
4231,2067,2,17,2,63
9598,1182,2,17,2,22
5943,887,2,19,1,79
8586,2018,2,19,2,20
8999,919,2,21,2,79
3021,942,1,21,1,21
9080,1983,2,19,1,67
3946,1758,1,20,2,84
8127,1945,2,18,2,55
4084,1090,2,19,2,1
12271,1686,1,21,1,12
5318,1700,1,19,2,74
5180,1089,2,19,2,81
7783,658,1,17,1,78
4892,1294,2,18,1,32
4577,1762,1,19,1,61
4480,1843,1,20,2,43
9067,1845,1,19,1,5
13985,1565,2,17,1,62
11477,1291,2,18,1,37
7869,656,2,20,1,49
3053,1174,1,18,2,3
8776,1634,1,20,1,78
7151,1948,1,21,2,14
9354,1691,1,18,1,3
8168,1111,1,20,1,6
14300,1485,1,18,1,38
8879,1062,2,17,2,14
11922,948,2,21,2,7
4487,1189,1,20,1,82
5566,1194,1,18,2,76
6744,1640,2,19,1,88
7956,1001,1,19,1,4
6882,1583,2,21,2,96
7833,1449,1,19,1,53
13975,974,2,19,1,63
11432,1272,1,20,2,17
3293,786,2,20,2,19
12193,1379,2,20,1,48
11734,625,2,20,1,60
12071,1399,2,18,2,74
12523,1921,1,18,1,50
6229,928,1,18,2,42
5549,1231,2,20,2,14
9736,2079,2,20,1,67
14413,935,1,17,1,10
5778,1552,1,19,1,4
14803,1554,2,19,1,38
7697,2017,1,21,2,52
8536,1137,2,21,1,59
3581,1378,2,18,2,21
8777,761,1,18,1,67
11338,1592,1,19,1,76
14329,1973,1,17,2,33
7017,620,1,17,2,46
3380,1175,2,19,1,59
12196,1812,2,19,2,39
9622,706,1,19,2,21
3554,1949,1,21,1,6
14568,1918,1,17,2,46
4762,1727,1,19,2,17
3302,1500,2,17,2,42
11789,1328,2,17,2,67
14886,1593,2,17,1,2
6318,1206,2,17,2,47
11199,662,2,20,1,28
3388,1658,1,20,1,96
6231,1875,1,20,1,16
6198,1629,1,21,2,49
3584,1669,2,20,1,21
9719,1070,1,20,1,65
9224,1761,2,18,1,78
4203,1165,1,20,1,45
13232,1228,2,20,2,87
8952,1532,2,21,1,87
12613,1354,1,19,2,89
4079,1606,1,21,2,16
5835,2085,2,20,2,92
8947,1026,2,21,2,41
3482,671,1,20,1,28
11572,943,2,18,2,38
5706,1749,1,19,2,60
6142,2038,2,18,2,23
13739,790,2,20,2,25
12959,1033,2,18,2,65
5088,606,1,21,1,8
8444,1142,1,20,2,90
3672,1576,2,18,1,45
9508,1109,2,17,1,72
6328,1617,1,21,1,30
5221,1481,2,18,1,65
12735,1770,1,17,2,65
8896,1464,1,20,2,1
6616,1889,2,21,2,5
12384,1001,2,20,2,88
4249,1152,2,17,1,9
9617,1448,2,20,2,67
7821,1877,1,17,1,57
14244,2048,1,21,2,92
14245,676,1,19,2,13
11812,1313,2,17,1,22
8749,1063,1,17,1,29
10432,1728,1,19,1,89
6416,1090,1,21,1,48
10595,1530,2,17,1,43
12854,924,2,20,2,47
7712,1355,1,20,2,40
10582,789,2,18,1,79
3087,1296,1,21,2,85
5493,1071,2,18,2,63
14758,1862,2,21,1,96
11596,2054,2,18,2,46
6584,1108,1,19,1,78
10903,2084,2,17,2,54
6555,1805,1,18,1,62
4568,1260,1,18,1,26
8030,1381,2,17,1,63
10561,984,2,18,1,68
12941,1509,2,20,1,93
11661,676,2,18,2,32
7348,1168,1,17,2,87
9518,1968,1,21,1,15
11401,1714,2,18,2,99
10164,1065,1,17,1,9
11601,1810,1,20,1,67
4272,1558,2,18,1,24
3369,712,2,19,1,11
14821,798,1,20,1,11
5215,746,2,17,2,23
5318,1769,1,21,1,54
7567,797,2,21,1,59
6802,649,1,19,2,19
9589,1720,1,20,2,92
6800,1211,1,21,2,42
12028,1980,1,17,1,53
9732,736,2,19,2,46
12801,808,1,19,2,68
5144,1841,2,17,1,56
5175,1905,1,21,1,1
12175,1185,2,19,1,5
6236,996,2,19,1,47
8320,1384,1,18,2,35
12625,1477,2,20,1,82
3606,948,1,20,1,38
14609,1265,1,19,1,46
14425,1806,2,17,1,12
10466,618,1,19,2,33
8534,1108,1,19,1,76
6342,1751,2,19,2,62
6743,1864,1,19,2,5
4091,1351,1,20,1,79
3962,1885,2,20,1,8
11856,640,2,20,1,39
10750,1650,2,18,2,86
6321,2022,1,17,2,23
6182,2097,2,20,1,38
9996,1286,1,21,1,4
14643,1340,1,21,2,14
10912,1019,1,17,1,59
12585,1745,1,20,2,72
4721,1535,2,17,1,27
14017,1753,1,19,2,92
9542,1286,2,19,1,31
6267,796,1,18,1,5
5131,1938,1,21,1,63
8444,1238,1,21,2,95
4987,1442,1,17,1,98
9316,1840,2,18,1,5
11038,995,1,21,2,30
5604,1088,1,20,2,40
11976,1760,1,18,1,64
9147,857,1,21,1,41
3413,1785,1,21,2,13
9565,1177,1,21,2,75
12415,1435,2,20,1,53
13126,1669,2,18,1,60
8327,2078,2,18,1,97
11404,1097,1,21,2,33
3808,1532,1,18,2,2
3218,623,2,18,1,23
10097,676,2,17,2,26
6630,1868,1,19,2,81
5725,955,2,18,1,92
12332,1151,2,17,1,87
3153,717,1,18,1,85
3058,994,2,21,2,54
12800,1701,1,21,2,16
4231,2028,2,17,1,25
7094,635,2,20,2,92
9870,790,2,21,2,3
8246,1652,2,20,1,98
11211,1726,1,18,1,2
4323,1601,1,18,1,75
3472,1704,1,21,1,59
13307,2082,2,21,2,53
4037,1005,2,17,2,20
12905,832,1,19,2,66
3912,1570,2,17,2,97
5901,1469,2,20,1,49
11229,1428,1,19,2,10
3231,1946,2,19,2,9
10149,1830,2,19,2,9
12518,1278,2,21,1,84
6079,980,2,21,2,36
3503,1521,1,18,1,100
6762,728,1,17,2,38
4677,1582,1,21,1,52
9331,1353,2,21,2,37
6912,1142,2,18,1,78
14736,676,2,20,2,34
12657,1071,2,18,1,10
13622,1143,2,21,2,61
10174,803,2,17,1,51
11233,1371,1,17,1,36
6756,1221,1,21,2,80
7074,1019,1,21,2,50
7860,875,2,17,2,76
12596,1337,1,20,1,82
13182,636,1,17,2,98
6590,1180,2,19,2,16
3244,1777,2,21,1,100
8190,872,1,18,2,28
5429,1089,2,21,1,60
7699,1393,1,20,2,21
6260,1975,2,20,1,6
4359,1477,2,18,1,14
5623,2074,1,18,2,47
4775,1339,1,18,1,41
12453,1956,1,21,2,33
5796,730,2,21,1,32
14474,1014,1,21,1,13
13973,989,2,18,2,60
11087,790,2,18,1,35
7104,685,2,19,1,79
12682,616,1,21,1,14
14417,962,1,17,2,95
9422,1986,2,18,2,69
11348,641,1,21,1,55
12816,1517,1,18,2,11
13042,1378,2,18,1,46
3054,1326,1,19,2,59
5143,1097,1,21,2,34
12344,1372,1,17,2,48
10037,667,2,19,2,89
7588,994,1,19,2,30
14563,1564,2,20,1,40
3167,703,1,21,2,74
4336,1146,1,19,1,90
7200,1187,1,20,2,96
3352,2012,2,18,2,97
11167,1102,1,18,1,77
10740,1895,1,19,1,64
10859,1256,2,21,2,12
13537,1319,1,19,2,20
5355,983,1,17,1,21
3846,1470,2,21,2,48
10257,1171,2,18,1,29
14164,816,2,21,1,22
7187,757,1,21,1,77
6505,2003,2,21,2,69
5918,1507,2,20,1,53
5863,1329,1,17,2,48
7348,1458,2,19,2,23
10255,1059,2,18,2,76
13128,883,2,18,2,9
12703,1275,2,21,2,82
4954,2066,1,21,2,43
3567,928,2,19,1,14
8994,926,2,18,2,84
3674,1167,1,21,1,84
12504,1248,2,17,2,45
9183,1070,1,17,1,84
6371,1345,1,21,2,38
8653,1649,2,18,2,22
5068,1705,1,21,2,23
6602,1556,2,21,2,58
11350,1372,2,21,1,6
5285,701,1,21,1,68
13370,2012,1,19,1,41
4732,1793,1,20,2,47
12534,759,2,18,1,8
6715,1315,1,18,1,17
8075,2053,1,18,1,81
12239,1658,2,18,1,32
3534,831,2,17,2,15
4499,935,1,19,2,99
9553,1814,1,20,1,89
6964,883,2,18,2,78
10071,680,2,17,2,80
8767,1907,1,19,2,37
9429,867,2,21,2,98
10310,1391,1,18,1,70
11557,1316,1,20,2,78
7780,726,2,21,1,72
8818,1776,2,19,1,18
12679,954,1,18,1,20
12928,1519,2,19,2,99
14014,893,1,20,2,88
3718,1271,1,17,2,16
13829,1890,1,19,1,29
3755,1507,1,17,2,86
7620,1623,1,19,1,97
7006,2070,2,17,1,78
6835,1899,2,21,2,13
13377,1313,1,21,2,39
3377,1895,2,21,1,62
12035,1009,1,19,1,71
4850,783,1,19,1,43
11773,1502,2,17,1,37
12423,1356,2,21,2,31
9073,613,2,18,1,90
8001,1032,1,17,1,49
7959,727,1,20,2,80
5451,1779,1,17,2,57
13175,1992,2,17,2,56
6742,1253,1,19,2,30
9202,1670,1,20,2,98
3377,1153,2,21,2,51
12338,1027,2,20,1,79
9177,775,2,20,2,41
14542,902,2,19,2,69
7126,1509,2,17,1,21
5231,1417,1,20,2,8
10995,1278,1,20,1,64
12673,1151,1,21,2,87
3686,1594,1,17,2,5
12950,689,2,21,2,100
13421,1540,1,20,1,49
6753,1575,2,21,1,4
3776,1597,1,21,1,33
4215,1032,2,21,2,27
8308,1315,2,18,1,100
13484,947,1,19,1,100
5605,1881,2,20,1,36
8136,1629,1,21,2,13
4031,789,2,20,1,90
10587,1682,1,20,2,83
6751,1504,2,19,1,62
6641,878,2,17,1,66
6688,928,1,19,1,89
4485,1571,2,19,2,33
7589,1547,2,17,2,74
3917,752,1,21,2,43
14763,1871,2,17,2,45
12232,1975,1,20,1,33
12542,1706,2,19,2,40
11568,668,2,18,1,71
5878,663,1,18,1,47
13957,1207,2,19,1,86
3293,874,1,20,2,43
8901,1557,1,21,1,89
4729,1758,2,18,2,29
14740,754,2,20,2,83
5917,961,1,19,2,98
11963,1342,2,20,1,27
13869,910,1,18,1,91
9590,1032,2,19,1,22
11719,658,2,21,2,26
6922,1593,2,18,1,5
3765,1366,1,17,1,19
4222,1222,2,20,2,52
13031,785,2,17,1,99
3361,1490,2,18,2,25
11187,929,1,17,2,4
9697,1178,1,18,1,83
11173,1571,2,19,1,31
12655,993,1,21,1,63
5992,1023,1,18,2,15
13384,2034,1,20,1,20
4620,1575,1,19,1,42
8299,1334,1,17,1,48
9391,1229,2,18,1,94
11885,2017,2,19,1,96
4110,893,2,19,2,94
11657,1564,1,17,2,55
6670,1293,2,17,2,22
6970,1813,2,20,1,32
5502,2031,1,18,2,65
9879,1053,2,19,1,38
13822,1918,2,18,1,83
8443,1158,2,18,1,22
4583,1268,1,20,2,41
11101,635,1,18,2,61
14301,1748,2,18,2,19
12202,1012,2,17,2,19
3478,603,2,19,1,85
11316,1656,1,17,2,5
10548,1202,2,20,1,63
6691,950,2,20,2,27
10791,1377,2,21,2,25
9467,924,2,21,2,41
3685,1962,1,18,1,84
9671,1453,2,17,1,100
14262,1777,1,21,1,89
12048,2069,1,17,2,71
7700,644,2,17,2,40
7086,1142,1,20,1,93
8529,1845,1,17,1,50
4633,869,2,19,2,71
4104,1530,2,20,2,17
5783,1872,2,18,2,10
11308,910,1,21,2,32
11514,1400,1,17,2,35
3425,1111,1,20,2,40
7637,983,2,19,1,84
10847,1432,2,21,2,32
9303,1575,2,19,1,20
5462,636,1,18,1,82
12861,1837,2,20,2,4
3326,1190,1,21,1,16
13326,969,2,21,1,32
9916,793,1,17,1,56
11489,1999,2,18,1,52
4611,709,1,19,2,45
7787,1047,2,17,2,98
9191,1289,1,18,1,93
6370,1661,2,19,1,17
10094,1823,1,21,2,68
3529,1638,1,18,2,97
14972,760,2,21,1,93
3411,1578,1,17,1,58
8709,681,2,17,1,31
