age,gender,city,branch,mention,tuition,school,competence,socialmedia,website,contact,wage,costliving,rural,INTEREST
22,2,8,1,2,30000,56,3,3,1,14,12050,2530,1,0
22,1,7,1,4,30000,8,2,6,26,15,12307,2518,1,0
24,1,4,1,1,30000,24,4,25,14,12,5971,2638,0,1
21,1,5,1,4,30000,31,2,8,24,31,5144,2822,1,1
18,2,1,1,1,30000,38,3,3,33,2,6549,2577,1,1
20,1,1,1,2,30000,9,1,11,7,2,3577,2468,0,1
26,2,4,1,1,30000,8,4,33,19,4,7670,2354,1,1
21,2,7,1,4,30000,43,2,11,24,13,7460,1978,1,0
18,2,8,1,1,30000,37,3,25,27,13,12912,2200,1,1
25,1,6,1,4,30000,8,2,31,23,1,4809,2371,1,1
19,1,3,1,3,30000,7,2,27,14,2,9629,2454,0,0
21,2,1,1,3,30000,34,1,9,16,26,3505,2618,0,0
23,1,5,1,3,30000,43,1,9,24,32,4237,2984,0,0
20,1,2,1,4,30000,30,3,12,21,6,8468,1927,1,0
19,1,3,1,1,30000,26,2,14,20,27,5465,2831,0,0
22,1,1,1,3,30000,23,4,13,6,7,10900,2264,1,1
26,2,6,1,1,30000,50,3,27,4,15,4615,2046,1,1
25,1,5,1,1,30000,38,4,7,18,33,5561,2845,0,1
18,1,5,1,2,30000,53,1,29,9,14,14199,2209,0,0
21,2,8,1,3,30000,42,3,12,16,26,14811,2243,0,0
26,1,1,1,2,30000,41,1,9,6,10,6548,2411,0,0
26,1,3,1,2,30000,30,4,5,5,22,8743,2295,1,1
24,1,3,1,2,30000,13,4,1,9,26,8126,1803,0,0
20,2,7,1,4,30000,36,4,25,3,24,6511,2427,1,0
24,2,1,1,2,30000,38,1,14,17,15,3992,2260,0,0
19,1,7,1,3,30000,34,2,27,10,17,5803,2742,1,1
18,1,2,1,4,30000,55,4,6,24,32,5143,2047,1,0
21,2,1,1,2,30000,16,4,14,10,20,6233,2189,1,1
26,2,8,1,1,30000,28,2,8,6,6,3923,2756,0,1
19,2,3,1,4,30000,38,3,30,19,28,10957,2153,1,0
22,2,2,1,4,30000,39,1,10,17,20,14073,2005,0,0
23,2,1,1,4,30000,6,1,9,30,8,13625,2073,0,0
19,2,2,1,3,30000,51,2,4,9,23,8493,2378,0,0
25,1,6,1,1,30000,4,4,27,3,8,14054,2842,0,1
19,2,3,1,1,30000,16,3,23,12,21,3789,2984,1,1
19,2,8,1,4,30000,19,2,5,24,12,10365,2899,0,0
25,2,3,1,2,30000,26,3,26,13,7,4921,2140,0,0
22,2,1,1,4,30000,30,4,6,7,18,11555,2609,1,1
20,1,7,1,2,30000,56,4,18,10,2,10378,2023,1,0
21,2,3,1,4,30000,11,3,7,17,6,8187,2576,0,0
18,2,6,1,2,30000,42,4,29,31,11,5878,2606,0,1
21,1,3,1,4,30000,41,1,4,8,31,8383,2116,1,1
24,1,8,1,1,30000,16,4,7,29,32,9117,2835,0,0
25,1,8,1,1,30000,26,4,33,24,9,9271,2840,0,1
21,2,1,1,1,30000,12,4,3,1,15,10092,2853,0,1
19,2,8,1,3,30000,1,3,28,29,5,11569,2624,1,0
26,1,5,1,4,30000,40,4,10,5,30,14274,1819,0,0
20,2,7,1,4,30000,30,4,11,1,21,10021,2843,0,0
26,2,5,1,1,30000,42,2,2,33,23,3667,2862,1,1
18,1,8,1,4,30000,43,2,13,4,10,4864,2092,0,0
21,1,8,1,3,30000,52,2,20,27,5,8627,2327,1,1
22,2,7,1,4,30000,9,1,1,33,2,3188,2028,1,1
26,2,8,1,2,30000,15,1,3,19,28,10220,2326,0,1
22,2,3,1,3,30000,19,2,23,32,19,7987,2495,0,0
19,1,7,1,2,30000,53,4,26,14,26,10649,2093,0,0
22,2,1,1,4,30000,45,1,13,30,3,13138,2309,1,1
25,1,5,1,4,30000,32,2,4,4,15,12007,1865,0,1
21,1,4,1,1,30000,51,4,25,24,15,3457,2402,0,1
26,2,4,1,3,30000,50,4,15,24,16,4295,1974,1,1
22,2,5,1,2,30000,3,2,28,12,23,7254,2013,0,0
26,2,6,1,3,30000,11,3,13,22,13,3179,2753,0,0
21,1,4,1,2,30000,24,4,11,30,2,8948,2053,0,1
24,2,4,1,4,30000,55,2,20,1,4,8039,2099,0,0
23,1,1,1,2,30000,34,4,26,6,9,3579,1926,1,0
23,2,5,1,4,30000,34,2,6,10,9,12995,1950,0,0
25,1,2,1,1,30000,35,1,6,31,1,5890,1879,0,0
19,2,6,1,2,30000,47,1,10,32,1,11598,2150,1,1
20,1,4,1,3,30000,43,2,24,11,17,12916,2323,0,1
24,1,4,1,3,30000,41,2,23,23,31,3978,2096,1,0
22,1,8,1,2,30000,35,4,6,16,8,7429,2596,1,1
19,2,2,1,4,30000,53,2,5,26,9,13091,2033,0,0
22,2,4,1,2,30000,3,3,17,13,13,14654,2949,1,1
24,2,4,1,3,30000,55,1,4,24,28,4673,2156,1,0
23,1,1,1,1,30000,28,2,20,9,34,3799,2889,1,0
25,1,7,1,2,30000,50,2,8,15,16,14617,2932,1,0
22,1,6,1,4,30000,53,3,21,11,26,5009,2024,0,0
18,1,6,1,1,30000,44,1,15,14,20,11752,1862,1,1
23,1,8,1,3,30000,21,2,27,25,21,6943,2399,1,1
21,2,8,1,4,30000,31,4,5,9,18,7327,2790,0,1
20,1,1,1,2,30000,44,2,15,19,18,4652,2956,1,0
22,2,8,1,2,30000,53,4,28,12,34,9021,2082,0,1
22,1,6,1,3,30000,11,2,10,11,23,3177,2928,1,0
25,1,6,1,2,30000,19,4,1,18,20,12401,1955,1,1
24,2,4,1,4,30000,5,2,33,4,18,13422,2810,1,0
22,2,5,1,4,30000,55,4,15,9,1,13283,1836,0,1
26,2,2,1,1,30000,45,1,6,2,17,13622,2724,0,0
21,1,8,1,2,30000,40,1,7,21,15,3235,1924,0,1
25,2,2,1,1,30000,46,2,14,15,33,6633,2925,1,0
18,2,3,1,1,30000,29,4,28,14,19,3521,2287,0,1
26,2,7,1,3,30000,49,4,5,6,21,3848,2699,1,0
21,1,2,1,4,30000,9,2,11,25,20,4849,2548,1,0
20,1,5,1,4,30000,18,3,2,19,16,8421,2399,0,1
24,1,5,1,4,30000,28,3,6,18,20,3102,1948,1,1
19,2,7,1,3,30000,34,3,10,4,3,10750,2906,1,1
21,1,4,1,2,30000,4,1,33,7,17,6091,2088,1,0
26,1,8,1,2,30000,44,3,18,9,31,8933,1942,1,1
23,1,8,1,2,30000,38,2,7,14,15,11690,2743,0,1
21,1,6,1,4,30000,53,1,33,16,33,14681,2575,1,0
25,2,4,1,2,30000,2,1,33,9,17,12963,2006,0,0
20,2,8,1,2,30000,45,3,7,25,27,3127,2394,1,1
23,1,8,1,1,30000,41,2,12,24,12,6563,1968,0,0
22,2,4,1,1,30000,21,1,29,13,14,5199,2922,0,0
20,2,6,1,2,30000,10,4,28,2,10,4519,2878,1,1
21,2,4,1,3,30000,21,4,25,7,6,13581,1890,0,0
18,2,4,1,2,30000,8,1,16,19,21,5038,2635,0,0
21,2,7,1,2,30000,41,1,16,31,7,5862,2520,1,1
23,1,5,1,1,30000,12,2,3,2,23,12364,2063,0,1
19,1,6,1,1,30000,41,4,15,4,7,7931,2938,1,1
20,1,4,1,4,30000,40,3,14,26,8,14075,2656,0,1
20,2,3,1,1,30000,30,4,9,12,19,3754,2173,0,0
20,2,4,1,4,30000,32,4,33,21,28,7349,2954,1,1
22,2,6,1,2,30000,49,4,8,28,16,3518,2832,0,1
22,1,3,1,4,30000,31,2,18,28,27,3419,2518,1,1
22,1,8,1,1,30000,18,1,31,4,1,3057,2896,0,1
18,2,6,1,1,30000,38,3,28,1,25,4120,2372,0,0
24,1,5,1,4,30000,32,1,25,5,4,4410,2701,0,0
24,1,3,1,4,30000,4,3,33,10,34,5867,2778,1,0
18,1,8,1,3,30000,33,1,3,23,3,10462,2563,0,1
18,1,5,1,4,30000,16,4,24,8,14,12281,2166,1,0
24,2,2,1,3,30000,35,2,9,13,11,7612,2785,0,1
18,1,2,1,1,30000,5,1,21,1,7,3316,1878,1,0
23,2,4,1,2,30000,16,4,14,9,28,7732,2936,1,1
23,2,2,1,1,30000,19,3,17,31,13,14668,2093,1,0
19,1,5,1,1,30000,6,2,26,32,6,6663,2368,1,1
22,2,2,1,4,30000,15,3,17,7,21,13392,1861,1,0
20,1,1,1,1,30000,51,4,31,20,5,10233,1853,0,1
23,1,7,1,3,30000,13,3,19,21,28,12053,2577,0,0
25,1,3,1,4,30000,10,2,2,26,29,10422,2120,0,0
19,1,7,1,3,30000,28,2,28,25,30,12808,2411,0,0
21,1,8,1,3,30000,36,1,29,32,9,8774,2086,1,0
26,2,5,1,1,30000,42,4,30,4,27,5885,2960,0,0
19,1,6,1,1,30000,8,3,3,30,22,13801,2709,0,1
21,2,5,1,2,30000,19,2,14,27,33,12990,2832,0,1
25,2,7,1,2,30000,13,1,2,26,12,6611,2103,1,0
18,1,3,1,2,30000,23,1,11,5,5,6490,2990,0,0
19,2,3,1,4,30000,2,4,25,32,30,9452,2000,1,1
19,2,8,1,4,30000,49,3,18,31,30,6778,2702,0,1
22,2,3,1,3,30000,6,1,2,23,5,12543,2264,1,1
23,2,8,1,4,30000,23,4,33,13,31,8190,2006,0,1
19,1,5,1,3,30000,34,1,25,10,16,7928,1831,0,0
21,2,8,1,2,30000,4,4,16,12,19,3869,2493,0,1
22,2,6,1,2,30000,9,3,8,20,6,5531,2807,1,0
22,2,4,1,3,30000,12,3,25,12,7,3471,2979,0,1
26,1,1,1,3,30000,20,3,16,9,25,7939,2966,1,0
25,2,5,1,2,30000,14,1,25,12,4,11238,2238,1,0
25,2,1,1,4,30000,18,3,5,9,33,9556,2726,0,1
22,1,7,1,1,30000,7,4,10,5,22,14396,2654,0,1
24,1,4,1,2,30000,14,2,30,3,25,10660,2170,0,1
18,1,7,1,2,30000,19,2,14,7,26,8866,1949,0,1
24,1,4,1,1,30000,24,2,23,14,12,3762,2055,1,0
25,2,3,1,1,30000,26,2,1,13,12,3414,2744,0,1
26,1,6,1,4,30000,5,1,22,18,31,9487,2594,1,0
18,1,5,1,4,30000,13,1,15,13,28,11411,2941,1,1
22,2,8,1,3,30000,19,1,10,5,26,5363,2061,1,1
26,1,1,1,3,30000,52,4,30,26,11,8594,2197,1,0
21,1,1,1,4,30000,53,4,2,3,29,10350,1861,0,1
25,2,1,1,2,30000,25,3,18,25,23,6214,2373,1,0
25,1,2,1,4,30000,40,1,33,23,10,6287,2274,0,0
22,1,8,1,1,30000,11,1,20,27,30,3890,1836,0,1
19,2,2,1,2,30000,36,1,20,18,7,12560,2295,1,0
26,2,1,1,3,30000,33,4,26,6,24,6242,2018,0,0
18,1,7,1,2,30000,43,2,3,25,20,13291,1994,1,0
18,2,2,1,1,30000,30,3,23,28,32,12327,2370,0,0
19,1,6,1,4,30000,9,4,21,7,23,3247,2005,1,0
22,1,7,1,3,30000,30,2,32,30,4,11535,2991,0,0
22,2,7,1,4,30000,24,3,19,12,19,4876,1823,1,1
23,1,5,1,3,30000,47,4,5,12,25,3947,2391,1,1
22,2,1,1,3,30000,12,2,21,33,32,9453,2631,0,0
20,1,8,1,2,30000,38,4,2,29,14,13539,2486,0,1
21,1,1,1,4,30000,32,1,25,16,6,6042,2906,1,0
26,1,3,1,2,30000,12,2,24,11,19,14740,2811,1,0
20,1,6,1,1,30000,2,3,8,30,32,8654,2503,0,1
18,2,3,1,4,30000,4,3,6,20,24,14372,1935,0,1
24,1,1,1,3,30000,3,3,23,16,28,3167,2631,1,1
21,1,1,1,3,30000,43,4,22,20,25,9379,2326,1,0
21,1,2,1,4,30000,54,3,14,8,34,11823,2894,0,0
25,2,5,1,1,30000,22,1,26,24,34,11519,2439,1,1
21,2,6,1,4,30000,9,2,23,3,13,3983,2330,0,1
22,1,8,1,2,30000,2,3,12,27,18,10529,2997,1,1
20,1,6,1,2,30000,9,4,24,13,14,8027,1877,0,0
20,1,7,1,1,30000,12,4,24,31,4,3526,2026,1,1
26,1,4,1,3,30000,11,1,15,6,29,6532,2915,0,0
24,1,5,1,2,30000,10,1,20,25,19,9901,2469,1,0
18,1,7,1,2,30000,40,1,26,4,23,9932,2770,1,1
20,2,4,1,4,30000,3,4,5,21,33,4534,2616,1,1
22,1,8,1,3,30000,10,3,1,24,3,13379,3000,0,1
19,2,1,1,2,30000,20,4,25,30,7,5405,2839,0,0
18,1,8,1,2,30000,30,2,20,15,6,5363,2829,0,0
18,1,2,1,3,30000,49,2,12,6,30,7573,2537,1,0
18,2,2,1,2,30000,5,3,23,12,24,3443,2653,0,0
23,2,3,1,2,30000,48,2,32,28,6,12185,2142,1,1
23,1,4,1,2,30000,40,3,13,13,28,7828,2505,1,1
24,1,7,1,2,30000,19,1,15,23,32,3297,2537,1,1
25,1,4,1,4,30000,21,1,15,13,15,10259,1881,1,1
23,1,6,1,4,30000,40,3,26,17,22,8546,1947,1,0
18,2,6,1,3,30000,15,2,27,20,22,8921,1970,1,1
24,2,8,1,4,30000,20,1,25,33,20,3823,2416,0,1
20,2,3,1,2,30000,50,4,5,17,11,11532,2871,0,1
26,1,4,1,1,30000,30,4,30,32,23,13790,2418,1,0
25,1,8,1,3,30000,34,3,3,29,10,6377,2569,1,0
24,2,1,1,3,30000,15,3,17,1,32,9699,2686,0,1
23,2,5,1,4,30000,22,1,20,14,34,7960,2410,0,1
19,2,8,1,3,30000,20,2,17,20,7,10728,2735,1,1
22,2,1,1,3,30000,30,2,17,29,16,9782,2848,0,1
26,2,1,1,4,30000,16,4,5,8,28,12776,2727,1,0
20,1,5,1,4,30000,40,1,15,27,23,13212,2820,1,1
20,1,7,1,4,30000,55,2,25,2,23,10632,2378,0,0
19,2,7,1,2,30000,45,4,23,28,17,9116,2142,0,1
23,2,7,1,4,30000,37,1,15,10,2,13616,1863,0,1
23,2,7,1,1,30000,21,3,10,2,18,8493,2280,1,1
21,2,6,1,4,30000,17,3,19,23,16,10300,2539,0,0
23,1,5,1,1,30000,56,4,29,18,5,13966,2957,1,0
19,2,7,1,1,30000,39,3,6,13,25,4070,2545,0,1
26,2,2,1,3,30000,47,4,6,22,32,4839,2461,0,0
25,2,7,1,3,30000,54,1,29,12,12,4161,2288,1,0
23,2,8,1,3,30000,13,2,14,23,22,10796,2895,1,1
18,1,7,1,3,30000,53,1,4,31,23,8703,2682,0,0
25,2,5,1,4,30000,24,2,5,3,24,7670,1905,0,0
24,2,2,1,2,30000,48,4,12,28,7,8362,2742,1,1
19,2,6,1,1,30000,23,1,21,19,7,4876,2551,0,0
26,2,6,1,4,30000,10,2,4,9,22,3634,2167,0,1
24,2,5,1,1,30000,28,4,14,10,13,13541,2558,1,0
22,2,7,1,2,30000,54,4,24,18,8,7654,2042,1,1
21,1,5,1,4,30000,41,1,33,21,31,3326,2984,0,1
23,2,8,1,4,30000,13,1,16,6,11,4191,2910,1,1
25,1,2,1,1,30000,51,3,31,32,14,3498,1936,0,0
21,1,6,1,2,30000,30,4,32,27,17,11172,2023,0,0
18,1,2,1,2,30000,47,2,27,16,26,9894,2598,0,0
26,1,1,1,1,30000,54,4,22,31,33,13956,2729,1,0
26,2,7,1,4,30000,3,2,17,30,32,7508,2753,0,0
22,2,6,1,1,30000,47,4,11,9,5,8976,2019,1,0
18,1,8,1,2,30000,56,3,27,7,16,14657,2917,0,0
21,2,1,1,4,30000,25,3,22,33,28,7506,2118,0,1
18,2,4,1,1,30000,42,1,6,30,19,4544,2882,1,1
24,2,6,1,3,30000,49,4,11,19,25,3607,2916,1,0
20,1,7,1,4,30000,9,2,9,12,4,4382,2295,0,0
18,2,5,1,2,30000,49,4,16,27,12,12808,2462,0,1
26,2,5,1,1,30000,34,4,1,4,31,9007,2030,0,0
23,1,4,1,3,30000,32,2,30,14,31,11848,2734,1,0
19,1,6,1,3,30000,18,3,21,5,20,8353,2502,1,1
20,1,1,1,4,30000,55,3,21,7,11,10873,1878,0,0
20,1,2,1,2,30000,1,4,3,25,25,9323,2081,0,1
19,2,5,1,3,30000,39,3,20,33,2,12547,2627,0,0
22,2,6,1,2,30000,43,3,13,2,17,8882,2354,1,0
23,2,3,1,3,30000,25,4,8,24,18,11845,1918,0,0
22,1,7,1,2,30000,19,2,15,26,6,8992,2694,0,1
25,1,1,1,1,30000,44,3,4,21,18,5790,2752,1,1
18,1,4,1,2,30000,1,1,28,8,12,12806,2282,1,1
23,1,6,1,1,30000,25,2,3,29,32,4465,1802,1,0
24,1,8,1,2,30000,33,2,24,33,3,10256,2724,0,0
23,2,8,1,3,30000,31,1,29,17,12,7387,2754,1,0
22,2,7,1,2,30000,14,1,9,2,30,4319,2722,1,0
18,1,7,1,4,30000,14,3,2,11,22,4896,2879,1,1
23,2,6,1,3,30000,49,1,1,28,13,4919,2268,0,1
26,2,1,1,3,30000,19,4,12,16,4,11051,1903,0,1
21,2,6,1,2,30000,23,1,28,14,20,3355,2815,0,1
19,2,2,1,2,30000,48,4,6,12,16,7040,2267,1,0
18,1,8,1,4,30000,6,2,7,11,22,9301,2198,0,1
18,2,4,1,3,30000,35,1,20,24,18,12553,1912,1,0
25,2,5,1,2,30000,3,2,8,1,2,7546,2702,0,1
21,2,2,1,4,30000,12,1,30,5,1,10002,2893,0,0
19,2,2,1,2,30000,53,2,12,3,21,8391,2617,1,1
18,1,5,1,4,30000,51,3,4,19,4,10024,2848,1,0
23,2,4,1,1,30000,53,4,8,1,10,14468,2037,0,0
20,1,3,1,4,30000,2,4,25,5,14,5427,2353,1,0
24,2,7,1,2,30000,46,2,26,24,31,11644,2950,0,0
26,2,8,1,4,30000,16,2,33,20,23,5099,1848,1,1
18,2,8,1,2,30000,39,4,28,24,6,8207,2400,0,1
22,2,8,1,1,30000,22,1,11,22,15,7478,1870,0,1
25,2,4,1,2,30000,26,1,19,13,12,14915,1838,1,1
26,1,8,1,4,30000,35,2,7,18,30,7220,2032,1,0
20,2,4,1,2,30000,13,3,33,15,7,3493,3000,1,0
18,1,5,1,4,30000,18,4,19,24,16,5644,2575,0,1
18,1,5,1,3,30000,16,1,23,14,23,10695,1947,1,0
18,2,7,1,3,30000,51,1,12,14,12,8862,2406,0,1
21,1,5,1,2,30000,24,1,13,18,25,8151,2481,1,1
26,2,7,1,3,30000,13,3,5,32,8,14708,2978,0,0
21,2,4,1,3,30000,17,2,23,7,10,3097,2708,0,0
24,2,5,1,4,30000,4,3,12,26,15,10471,2857,1,1
26,2,8,1,3,30000,41,2,3,3,24,13559,2036,1,0
19,1,4,1,3,30000,17,4,29,23,12,4329,2136,0,0
23,2,4,1,4,30000,7,1,27,32,24,14490,2498,1,0
19,1,7,1,4,30000,29,1,11,5,17,8650,1860,0,1
19,1,2,1,3,30000,55,1,22,4,5,4862,1847,0,1
19,2,3,1,3,30000,7,1,13,17,27,11075,2917,1,0
21,1,6,1,4,30000,12,3,23,1,8,14544,2010,1,0
21,2,4,1,3,30000,25,2,21,18,25,9885,1823,0,1
24,1,3,1,2,30000,4,4,15,23,6,9544,2331,1,1
21,2,7,1,4,30000,37,4,13,21,15,11257,2741,0,1
26,2,5,1,1,30000,1,1,5,19,14,14001,1891,0,1
24,1,4,1,1,30000,43,1,23,14,7,8916,2389,1,1
21,2,4,1,4,30000,2,3,1,28,29,12646,2063,1,0
18,2,3,1,4,30000,46,4,23,28,31,10877,2641,0,0
24,2,4,1,2,30000,18,3,27,3,5,3128,1860,0,1
25,1,5,1,3,30000,27,4,29,10,23,12544,2084,1,0
26,1,1,1,4,30000,18,3,33,10,18,14197,2096,0,0
18,1,7,1,3,30000,52,2,6,19,32,4316,2939,1,0
18,2,7,1,2,30000,56,1,8,32,28,10989,2936,0,0
20,2,1,1,3,30000,54,1,29,27,7,5114,2024,0,1
20,1,8,1,2,30000,14,3,26,7,13,10688,2113,1,1
19,2,1,1,4,30000,22,4,25,31,24,8208,2785,0,0
20,2,3,1,4,30000,50,2,32,2,33,6228,1801,1,0
24,2,5,1,2,30000,24,3,19,4,16,9799,2941,1,1
22,1,5,1,3,30000,22,1,13,4,17,3311,2388,0,1
25,1,7,1,3,30000,26,1,7,3,27,8448,2113,0,0
20,2,7,1,1,30000,42,4,23,17,12,9775,2403,1,1
24,2,6,1,3,30000,17,3,4,2,4,14862,2804,0,0
25,2,5,1,2,30000,43,2,15,10,27,5996,2818,0,0
21,2,2,1,1,30000,29,1,10,28,7,6273,2547,1,1
20,1,4,1,2,30000,37,4,8,9,29,14924,1916,1,1
24,2,4,1,4,30000,30,3,14,1,12,12572,2889,1,0
22,2,2,1,3,30000,4,4,20,19,15,5143,2905,0,1
23,1,7,1,4,30000,13,2,26,24,22,5944,2161,1,1
24,1,7,1,3,30000,35,4,10,15,15,12563,2096,0,1
18,1,8,1,2,30000,55,4,1,4,5,3187,1991,1,1
26,1,2,1,4,30000,52,4,1,25,15,5472,1825,0,0
19,1,2,1,4,30000,33,2,28,31,25,13552,2214,0,0
25,1,7,1,2,30000,25,1,8,21,20,11275,2673,0,1
23,1,7,1,3,30000,53,4,7,24,16,13556,1850,0,1
24,1,2,1,1,30000,19,2,2,21,29,9829,2960,1,1
20,2,4,1,1,30000,46,3,9,5,2,8658,1975,1,0
24,1,8,1,1,30000,2,3,13,10,12,12249,2588,1,0
21,2,6,1,1,30000,24,2,27,7,25,3019,2799,1,1
24,2,6,1,4,30000,12,3,15,3,2,11538,2535,0,0
18,2,8,1,1,30000,1,4,8,26,24,6798,2737,0,1
22,1,4,1,3,30000,22,2,11,30,8,10259,1865,0,1
23,1,4,1,4,30000,53,2,2,24,30,8570,2361,0,0
23,2,2,1,1,30000,8,2,14,9,8,7459,2771,1,0
21,2,6,1,3,30000,50,1,31,10,32,8410,2923,0,1
23,1,1,1,1,30000,8,4,26,27,15,13067,2960,1,0
22,1,3,1,4,30000,15,3,32,7,26,13414,2561,1,1
24,1,4,1,1,30000,34,3,30,16,3,12517,2732,0,1
20,1,4,1,1,30000,16,4,5,1,14,13793,2692,0,1
25,1,5,1,3,30000,39,2,28,28,20,11857,2872,0,1
26,1,3,1,3,30000,16,1,5,1,1,6455,2280,1,0
21,1,3,1,4,30000,16,4,3,1,11,4520,2906,1,0
25,2,6,1,2,30000,6,4,4,20,21,14312,1995,0,0
19,1,8,1,4,30000,3,4,13,2,32,12077,2908,1,1
25,1,7,1,3,30000,18,2,25,22,29,12425,1901,1,0
22,2,3,1,3,30000,22,4,11,21,3,6090,2762,0,0
26,1,1,1,4,30000,10,2,17,28,20,6522,2558,0,0
25,1,4,1,1,30000,41,3,29,30,1,10359,2125,1,0
26,2,3,1,2,30000,24,1,25,4,20,13659,2656,1,0
18,2,3,1,1,30000,30,3,28,30,4,8721,2104,0,0
22,2,2,1,1,30000,26,4,2,24,7,6808,2014,0,1
21,2,3,1,4,30000,35,2,19,30,29,13242,2423,1,0
21,1,4,1,1,30000,51,1,20,5,13,5434,2845,0,0
19,2,7,1,3,30000,52,3,15,26,21,11247,2378,0,1
18,2,2,1,2,30000,20,1,1,2,33,10686,2351,0,1
25,1,1,1,2,30000,36,1,19,3,20,6997,1917,0,1
22,1,8,1,1,30000,41,2,23,9,9,4667,2790,1,0
21,2,6,1,3,30000,6,3,26,2,4,6268,2458,0,1
24,2,2,1,3,30000,55,3,19,4,9,4025,2890,0,0
19,2,7,1,3,30000,12,1,3,1,29,11586,2750,0,1
18,2,5,1,4,30000,36,4,28,7,9,13271,2709,0,0
20,1,6,1,2,30000,53,2,3,21,21,9715,2077,1,1
19,2,5,1,3,30000,25,3,5,22,33,9401,2676,0,1
26,2,3,1,1,30000,51,4,28,18,14,6800,2932,1,1
18,2,4,1,1,30000,22,3,33,4,21,14771,2550,1,0
23,2,7,1,1,30000,12,3,8,25,11,4610,2484,1,1
22,2,4,1,1,30000,10,4,13,10,30,12622,2538,0,0
26,1,7,1,2,30000,29,1,17,2,30,4157,2179,0,0
20,2,1,1,2,30000,40,4,9,26,25,11116,2181,0,0
26,1,1,1,1,30000,41,3,10,14,29,11384,2312,1,0
24,1,7,1,3,30000,4,4,26,19,3,14529,2709,1,1
25,2,3,1,4,30000,11,2,21,4,15,6409,1888,0,0
18,1,4,1,2,30000,43,2,13,4,27,5342,1987,1,1
20,2,7,1,4,30000,43,1,25,9,18,5646,2466,0,1
19,2,4,1,1,30000,53,3,20,10,9,13458,2829,0,1
23,2,3,1,3,30000,35,4,10,4,7,9545,2808,1,1
21,2,5,1,1,30000,44,3,5,1,3,5279,2563,0,1
25,1,3,1,4,30000,7,2,6,27,28,14768,1858,1,1
18,2,1,1,1,30000,23,4,30,3,31,5427,2297,1,1
20,1,1,1,1,30000,53,4,26,18,24,7027,2879,1,0
24,2,2,1,2,30000,49,3,20,4,25,4220,2364,1,0
19,1,4,1,3,30000,50,3,4,14,29,10082,1961,0,0
20,1,7,1,1,30000,43,2,33,15,19,7813,1990,1,1
20,2,5,1,1,30000,19,1,26,4,32,13727,2511,1,0
23,2,8,1,4,30000,9,1,7,20,19,14243,2180,1,1
22,1,4,1,3,30000,30,2,18,17,22,3667,2751,1,1
18,1,7,1,4,30000,25,4,17,7,16,4885,2544,0,1
19,1,4,1,3,30000,45,4,29,5,9,8691,2697,1,1
23,1,4,1,4,30000,40,1,21,15,9,5048,2552,1,1
18,2,7,1,4,30000,10,3,32,15,22,3985,2999,0,0
22,2,4,1,4,30000,47,2,32,23,17,7540,1875,1,1
25,1,5,1,1,30000,1,4,27,27,33,11951,2678,1,0
23,2,8,1,4,30000,23,1,21,9,17,11290,2678,0,1
21,1,1,1,3,30000,8,1,22,31,16,8488,2703,0,1
20,1,8,1,2,30000,33,1,25,6,6,8612,2146,0,1
22,2,6,1,2,30000,47,1,33,20,27,12655,2025,1,0
25,1,6,1,1,30000,5,2,19,19,9,5641,2859,0,0
19,1,7,1,3,30000,51,2,18,4,2,5819,2535,0,0
26,2,8,1,1,30000,43,1,2,18,6,13256,2392,0,1
21,2,3,1,4,30000,6,1,3,10,6,3590,1916,1,1
26,2,2,1,2,30000,56,3,14,14,7,11358,2758,0,0
19,1,5,1,1,30000,6,3,13,21,34,5382,2326,0,0
22,2,6,1,4,30000,25,1,20,30,27,3304,1874,1,1
22,2,1,1,3,30000,6,1,31,26,7,10753,2747,0,1
19,2,5,1,1,30000,53,2,16,3,9,11972,2316,1,0
26,1,4,1,4,30000,36,3,22,1,15,13649,1843,0,0
24,2,6,1,1,30000,7,4,33,4,18,7110,2975,1,1
24,2,2,1,2,30000,13,4,4,3,34,9757,2045,0,1
19,2,6,1,3,30000,46,2,14,30,25,13696,2464,1,1
19,2,7,1,1,30000,55,1,26,2,12,5755,2697,0,0
26,1,2,1,3,30000,25,1,5,32,25,7122,2498,1,1
26,1,3,1,3,30000,11,3,9,33,3,9449,1861,1,1
22,2,5,1,3,30000,35,1,9,14,30,3373,2358,0,0
23,2,2,1,1,30000,52,3,4,30,10,7750,2222,1,1
18,1,8,1,4,30000,22,2,2,19,33,9655,2665,1,1
18,2,5,1,2,30000,26,4,21,11,20,10766,2529,1,0
21,2,8,1,4,30000,51,4,1,28,9,4571,2509,0,0
22,1,3,1,4,30000,49,3,2,12,5,8632,2861,0,1
18,2,2,1,2,30000,6,3,16,23,28,8558,2452,1,1
24,2,2,1,4,30000,26,4,27,4,28,8659,1800,0,1
25,2,3,1,1,30000,1,3,30,5,3,11848,2000,1,1
19,1,3,1,4,30000,20,2,27,32,5,8929,2119,0,0
19,1,4,1,2,30000,31,4,8,31,8,10086,2675,1,1
21,1,8,1,1,30000,24,3,24,2,34,8140,2005,1,0
18,1,6,1,1,30000,13,1,18,32,2,3478,2460,0,1
21,2,2,1,4,30000,49,2,27,3,17,11275,2815,0,0
20,2,1,1,3,30000,1,3,25,20,28,9381,1921,0,1
19,2,7,1,4,30000,44,1,1,10,18,14549,1898,1,1
